#OTU ID	G67179	G67180	G67181	G67182	G67183	G67184	G67185	G67186	G67187	G67188	G67189	G67190	G67191	G67192	G67193	G67194	G67195	G67196	G67197	G67198	G67199	G67200	G67201	G67202	G67203	G67204	G67205	G67206	G67207	G67208	G67209	G67210	G67211	G67212	G67213	G67214	G67215	G67216	G67217	G67218	G67219	G67220	G67221	G67222	G67223	G67224	G67225	G67226	G67227	G67228	G67229	G67230	G67231	G67232	G67233	G67234	G67235	G67236	G67237	G67238	G67239	G67240	G67241	G67242	G67243	G67244	G67245	G67246	G67247	G67248	G67249	G67250	G67251	G67252	G67253	G67254	G67255	G67256	G67257	G67258	G67259	G67260	G67261	G67262	G67263	G67264	G67265	G67266	G67267	G67268	G67269	G67270	G67271	G67272	G67273	G67274	G67275	G67276	G67277	G67278	G67279	G67280	G67281	G67282	G67283	G67284	G67285	G67286	G67287	G67288	G67289	G67290	G67291	G67292	G67293	G67294	G67295	G67296	G67297	G67298	G67299	G67300	G67301	G67302	G67303	G67304	G67305	G67306	G67307	G67308	G67309	G67310	G67311	G67312	G67313	G67314	G67315	G67316	G67317	G67318	G67319	G67320	G67321	G67322	G67323	G67324	G67325	G67326	G67327	G67328	G67329	G67330	G67331	G67332	G67333	G67334	G67335	G67336	G67337	G67338	G67339	G67340	G67341	G67342	G67343	G67344	G67345	G67346	G67347	G67348	G67349	G67350	G67351	G67352	G67353	G67354	G67355	G67356	G67357	G67358	G67359	G67360	G67361	G67362	G67363	G67364	G67365	G67366	G67367	G67368	G67369	G67370	G67371	G67372	G67373	G67374	G67375	G67376	G67377	G67378	G67379	G67380	G67381	G67382	G67383	G67384	G67385	G67386	G67387	G67388	G67389	G67390	G67391	G67392	G67393	G67394	G67395	G67396	G67397	G67398	G67399	G67400	G67401	G67402	G67403	G67404	G67405	G67406	G67407	G67408	G67409	G67410	G67411	G67412	G67413	G67414	G67415	G67416	G67417	G67418	G67419	G67420	G67421	G67422	G67423	G69016	G69017	G69018	G69019	G69020	G69021	G69022	G69023	G69024	G69025	G69026	G69027	G69028	G69029	G69030	G69031	G69032	G69033	G69034	G69035	G69036	G69037	G69038	G69039	G69040	G69041	G69042	G69043	G69044	G69045	G69046	G69047	G69048	G69049	G69050	G69051	G69052	G69053	G69054	G69055	G69056	G69057	G69058	G69059	G69060	G69061	G69062	G69063	G69064	G69065	G69066	G69067	G69068	G69069	G69070	G69071	G69072	G69073	G69074	G69075	G69076	G69077	G69078	G69079	G69080	G69081	G69082	G69083	G69084	G69085	G69086	G69087	G69088	G69089	G69090	G69091	G69092	G69093	G69094	G69095	G69096	G69097	G69098	G69099	G69100	G69101	G69102	G69103	G69104	G69105	G69106	G69107	G69108	G69109	G69110	G69111	G69112	G69113	G69114	G69115	G69116	G69117	G69118	G69119	G69120	G69121	G69122	G69123	G69124	G69125	G69126	G69127	G69128	G69129	G69130	G69131	G69132	G69133	G69134	G69135	G69136	G69137	G69138	G69139	G69140	G69141	G69142	G69143	G69144	G67178
OTU356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	2	0	0	0	0	0	0	1	0	1	18	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	24	21	0	0	0	0	0	0	0	41	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	285	0	0	0	0	29	0	0	0	0	0	0	0	11	0	0	0	0	98	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	3	4	0	0	0	0	0	0	36	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	61	0	184	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	72	5	0	0	13	0	0	0	0	6	0	0	0	0	0	0	1	0	0	14	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	1	0	0	1	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	1	0
OTU7256	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	4	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1175	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	2	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	3	0	1	3	3	0	0	1	0	0	1	4	0	0	3	1	0	9	2	0	1	0	4	0	0	3	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	4	0	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	1	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU332	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	21	0	0	0	42	0	0	102	0	0	0	0	0	0	0	399	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	30	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	27	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU310	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	160	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	10	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	64	0	0	0	0	0	0	0	0	0	0	0	65	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2171	2	7	0	0	1	0	0	0	0	1	7	0	1	0	0	6	0	5	0	0	7	28	2	3	0	12	0	0	0	1	0	5	0	0	11	1	1	0	0	0	16	0	3	17	1	0	6	5	0	0	0	4	3	4	1	0	8	0	0	0	0	0	1	4	0	3	0	3	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	1	0	5	0	1	0	0	0	0	0	20	0	1	0	46	0	12	0	0	0	2	0	2	28	0	0	0	0	0	3	0	0	1	0	0	0	0	5	0	1	4	9	19	5	0	0	0	0	0	0	3	9	0	3	2	6	0	0	21	60	1	1	364	10	0	0	17	0	0	0	0	0	0	0	0	14	8	0	0	0	0	3	0	3	0	0	0	3	0	1	5	0	8	0	0	0	12	0	0	0	0	0	0	6	0	0	0	2	1	0	17	14	0	10	3	17	0	0	0	0	1	33	0	0	0	5	3	0	0	0	0	4	2	0	0	0	0	0	3	1	32	5	0	0	0	0	0	0	10	0	0	9	3	0	19	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	3	0	6	0	7	0	6	3	5	0	2	0	6	0	0	0	0	0	1	0	1	2	0	0	6	0	0	1	2	0	0	0	0	0	0	4	4	3	0	21	0	0	0	0	0	10	0	0	14	2	5	0	0	9	3	7	0	2	0	1	2	14	1	1	2	0	2	2	0	2	0	5	9	0	0	7	0	4	7	0	2	0	6	7	0	0	0
OTU1039	1	0	0	11	46	0	0	0	20	1	0	0	1	0	1	9	0	0	2	0	13	14	1	1	2	0	1	0	0	0	0	2	0	0	18	4	15	5	7	0	28	0	3	10	0	0	26	0	0	0	4	4	4	1	0	0	1	0	0	0	11	0	13	1	0	7	0	0	0	0	0	7	20	3	0	0	0	0	0	0	0	19	0	0	2	1	24	0	1	0	0	0	0	4	0	1	0	0	0	6	2	2	3	0	2	10	44	0	0	2	0	127	3	13	4	7	0	0	0	1	0	6	7	0	0	0	0	0	1	8	0	0	85	0	0	1	3	2	4	0	0	24	20	0	2	1	6	1	3	3	0	3	11	0	6	0	0	43	0	6	0	7	0	0	0	1	0	0	2	6	1	0	0	0	3	16	0	0	0	0	14	0	5	0	0	3	0	3	0	15	1	2	7	4	1	12	30	0	1	0	1	23	0	0	0	0	0	1	0	5	14	4	0	0	0	17	0	0	2	0	6	51	2	0	38	43	4	3	0	3	0	0	2	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	0	2	0	1	0	0	0	0	0	0	0	1	2	0	2	5	1	1	1	0	0	1	0	12	1	0	3	2	0	0	0	4	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	30	0	0	1	0	0	0	2	4	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	4	0	0	0	0	1	1	3	4	0	0	0	0
OTU313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU439	0	6	0	0	0	0	2	0	0	0	16	0	0	8	0	0	0	0	0	0	6	0	0	2	0	0	1	0	0	0	0	139	0	0	1	0	0	0	0	0	1	0	6	0	25	0	13	0	0	0	1	1	0	0	8	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	34	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	51	0	0	0	24	3	0	0	0	25	0	0	29	0	48	0	0	1	0	20	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	5	10	0	0	0	0	68	0	26	5	0	0	16	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	119	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	43	4	0	0	0	1	0	0	0	21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	20	1	29	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	29	66	13	5	0	3	1	0	0	0	2	3	0	0	0	0	0	11	0	0	85	0	0	0	0	2	1	0	0	0	0	6	8	0	0	0	0	0	0	13	16	10	0	0	0	1
OTU344	0	10	0	0	0	0	0	0	12	2	0	0	7	0	7	0	13	0	0	0	10	13	4	0	0	0	1	0	0	7	0	85	0	0	23	0	17	1	0	0	6	0	22	0	8	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	27	0	52	0	0	0	0	0	0	10	26	0	7	0	0	0	0	2	19	0	0	0	6	0	0	0	0	0	11	0	8	0	8	0	6	0	0	0	15	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	3	0	6	0	0	34	0	7	0	0	0	33	0	2	0	7	0	0	84	0	10	6	7	39	0	0	0	0	4	0	0	0	71	0	5	1	0	38	0	0	5	7	40	3	0	0	0	5	4	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	104	0	0	0	0	0	0	0	2	25	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	6	0	0	0	0	0	0	1	0	0	0	0	8	13	0	0	12	0	0	0	0	19	0	0	0	5	0	0	0	0	0	5	33	1	28	0	0	0	5	0	0	3	0	0	0	0	4	0	2	0	0	7	0	0	3	8	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	9	4	0	0	4	0	4	0	2	2	0	4	0	0
OTU408	294	0	0	6	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	1	0	0	40	0	5	14	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	86	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	5	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU495	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	20	0	0	0	0	0	0	0	309	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8	0	19	0	0	0	0	0	0	112	0	0	0	0	0	0	0	5	0	0	0	92	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	7	0	0	276	0	0	0	4	0	0	0	7	0	0	0	40	0	0	0	0	0	0	0	10	7	0	0	0	0
OTU501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1558	16	3	0	0	0	0	6	0	2	0	5	0	1	0	0	0	4	0	1	0	2	23	2	11	3	2	0	0	0	0	0	39	0	0	0	0	88	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	1	0	1	0	0	8	0	0	0	0	3	3	0	20	0	0	0	0	0	0	2	5	0	0	0	22	0	2	0	0	0	0	2	0	27	8	0	0	0	0	0	0	32	23	3	0	0	6	0	2	25	4	7	41	0	3	0	3	0	0	2	0	0	14	0	0	0	4	17	0	46	0	0	0	5	0	0	4	0	0	0	0	1	0	0	0	14	0	0	0	0	21	0	4	0	0	4	0	0	0	0	9	5	0	9	0	0	0	0	1	0	0	0	0	0	12	3	0	0	0	0	26	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	1	43	0	5	18	0	0	51	89	0	0	13	6	0	0	43	0	5	0	0	10	0	2	2	17	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	8	0	0	0	6	0	0	40	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	3	0	19	0	7	0	0	2	0	2	0	0	12	1	1	0	0	1	0	0	0	6	0	0	0	0	9	0	0	0	1	0	0	0	1	12	0	0	4	14	33	0	0	0	0	0	0	0	0	2	5	0	4	1	23	2	3	0	0	0	2	0	0	0	0	7
OTU2866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	2	0	26	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	221	0	0	0	388	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	58	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	137	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1688	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	5	0	0	2	3	0	0	0	0	0	0	0	0	4	0	0	41	13	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	2	0	0	5	0	0	7	0	0	0	30	0	0	0	0	0	16	0	0	3	19	0	0	0	0	0	7	2	8	3	3	0	0	0	0	4	0	0	0	0	4	0	0	0	0	5	69	0	0	17	2	0	0	11	1	0	0	0	0	0	3	0	0	4	0	0	0	2	16	0	0	2	0	0	0	0	4	10	0	0	0	0	0	0	8	0	6	2	0	0	0	2	1	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	4	0	1	0	17	1	0	1	30	0	0	3	0	61	5	0	16	0	0	0	0	6	0	0	0	6	0	7	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	3	2	0	0	0	1	0	0	1	5	0	0	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	638	0	0	0	3	0	2	0	0	0	0	7	0	0	7	2	4	1	0	0	0	0	18	0	0	0	1	0	2	0	0	0	1	5	0	0	2	0	10	6	0	0	0	3	14	0	0	0
OTU613	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	31	90	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	37	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	34	0	0	20	15	233	0	4	1	1	31	0	0	5	0	0	0	16	0	0	0	67	1	1	0	14	0	0	0	0	0	0	0	5	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
