# OTU	G75230	G75231	G75232	G63407	G75234	G63409	G75229	G75228	G63413	G75226	G63406	G63410	G63402	G63403	G75227	G75233	G51190	G75237	G75236	G63411	G75235	taxonomy
364926	1	3	584	2	0	33	0	0	16891	0	0	19	2	0	215	2174	2	0	42	2	977	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
OTU626	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Unclassified
194286	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__gordonii
524404	0	0	0	26	0	0	0	44	0	0	128	20	28	0	0	0	0	39	35	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
OTU680	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	1	0	Unclassified
191043	1	0	4	3	1	12	0	4	157	1184	78	2	8	26	3	9	22	16	0	265	10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
OTU764	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	Unclassified
527941	1	0	2	3	1	18	0	0	12	0	3	0	31512	0	0	0	8	1	16153	3	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
365842	2276	955	823	566	0	4191	362	0	152	0	11712	872	6721	1	0	2578	1350	1	2209	7629	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
555945	0	18	1	0	9	452	58	0	2	0	6151	3	0	0	0	1	8	0	29	152	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
184211	8	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	8	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
641783	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
OTU785	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unclassified
OTU827	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	Unclassified
1115121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
556240	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	19	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
OTU287	0	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	Unclassified
369822	0	11	0	0	2	6	5	0	0	0	0	2	0	0	0	0	0	0	65	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
682726	6	0	0	1	0	204	0	0	814	3	107	0	0	1	1	6	7	15	0	21	11	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__lenta
362765	0	0	0	2	0	1	0	0	10	4	0	2	0	0	0	0	0	9	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
530164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
359120	20	1	0	34	5	0	1	2	81	27	1235	24	47	16	0	0	0	15	0	5	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
528606	0	0	109	61	10	22	4	10	2	65	6	23	21	10	1	950	34	112	122	40	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum
OTU835	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Unclassified
258148	7	3	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	9	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
360015	24	1	10	5	45	7339	8	0	471	2	657	94	5	24	2	107	246	46	4	6263	52	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
