# OTU	G75230	G75231	G75232	G63407	G75234	G63409	G75229	G75228	G63413	G75226	G63406	G63410	G63402	G63403	G75227	G75233	G51190	G75237	G75236	G63411	G75235	taxonomy
470382	0	3	7	15	28	85	5	13	1	6	97	43	5	7	1	12	53	223	91	7	21	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
580087	19	1	12	0	5	3255	3	2	22	3	17	0	0	7	0	5	3	33	5	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
214031	0	1	0	42	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
916143	0	73	0	248	0	0	101	0	0	0	0	188	0	0	0	0	0	0	8	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__
1888677	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus
OTU625	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Unclassified
182723	0	1	0	0	0	67	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
585073	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
194933	1	11	1	315	0	1	27	0	0	0	1210	53	67	0	0	1	0	0	171	16	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
548699	0	274	0	34	0	0	133	0	0	0	0	6	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Flexispira; s__
575557	0	2	0	0	17	0	7	0	0	0	0	1	0	23	0	0	88	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
OTU765	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Unclassified
OTU797	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	Unclassified
219959	0	28	11	247	0	0	7	0	0	0	0	365	6	0	0	4	15	0	22	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
331417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
556126	0	0	284	0	0	0	0	0	6	0	0	0	3	0	0	804	1	0	0	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
3109779	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
312882	0	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	0	0	5	1	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
579608	1	2	42	9	3	3	0	0	50	1	31	5	0	0	0	5	1	39	19	14	3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
OTU840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	Unclassified
709657	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU89	0	21	0	409	0	0	0	0	0	0	0	413	0	0	0	0	0	0	2	0	0	Unclassified
183480	0	0	0	0	1391	3215	0	0	0	124	0	6	1269	722	35	295	945	1	96	1	156	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
953855	52	106	74	620	1080	421	18	0	5	111	1	692	252	1070	10	112	495	0	37	1	54	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
368462	110	27	47	3	73	4004	26	13	2	2	204	1	323	174	0	33	327	79	1	272	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
133075	0	1	0	0	34	0	0	17	0	36	0	0	0	0	73	16	0	2	19	0	5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners
339417	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
572860	1	0	12	0	1	11	0	0	12	25	118	0	0	7	0	24	10	0	0	550	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
579366	0	0	0	0	0	0	0	0	0	0	34	2	0	1	0	0	0	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4410265	0	0	0	0	434	0	0	0	0	533	0	0	2283	2131	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
846141	0	0	0	131	0	1	0	0	0	0	0	59	0	0	0	0	1	0	22	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4331723	0	0	2	2	0	10	0	0	0	0	0	7	0	0	0	7	46	13	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
199354	0	0	17	2	0	3	0	0	0	0	0	0	1	2	0	16	0	0	237	1	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
OTU682	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Unclassified
567974	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
2941399	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Synergistes; s__
199335	0	0	0	284	0	0	0	0	0	0	0	115	0	0	0	0	0	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
210095	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
OTU263	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	Unclassified
357046	1	5	2	348	85	776	0	1	1	1047	1	924	100	165	3	1	11	0	1	2	10	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
189387	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1646259	0	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	27	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__Nelumbo; s__nucifera
580008	1	0	0	272	0	87	0	28	0	0	1924	224	2054	0	0	0	1	637	17	15594	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
147071	49	5	0	0	21	1	13	0	0	134	0	2	6	1	0	0	0	0	43	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__
575041	0	10	0	298	0	99	0	0	0	0	0	614	0	0	2	1	0	0	0	0	11	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
510295	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	5	35	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1656781	0	0	0	0	0	11523	0	0	0	0	0	0	0	0	285	0	0	0	0	0	1328	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
345354	0	104	17	432	1	39	54	0	11	0	15	66	18	1	0	41	11	0	41	6	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
320915	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
851704	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	26	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__
519763	0	5	3	6	0	198	3	39	0	0	0	17	0	0	0	3	123	159	1	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
527988	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Anaerofustis; s__
337010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
276149	0	0	0	0	107	0	0	0	0	41	0	0	5	10	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
4341886	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
531675	2	11	0	58	11	36	6	0	116	35	118	91	18	0	1	12	29	3	33	12	12	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
3585003	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__; s__
187404	0	1	0	5	0	0	0	0	0	0	0	19	0	0	0	0	6	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1077373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
338992	0	0	19	63	0	2	0	0	31	0	746	17	536	0	0	34	0	0	95	21	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
172233	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
359020	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
205148	0	0	155	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	9	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnobacterium; s__
735769	0	1	0	0	0	2	0	0	0	0	105	0	1	0	0	0	0	0	0	0	81	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
591540	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
OTU702	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unclassified
535375	970	401	405	2656	751	11164	315	936	1460	558	485	2138	4881	1947	261	837	3061	70	67	4989	297	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
309720	7	1	1	9	3	15	1	5	126	25	50	17	48	11	0	3	73	14	2	10	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
582497	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	3	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
212532	0	0	0	14	0	2	0	9	0	16	0	18	0	0	0	0	0	71	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
787709	0	0	0	10	1	10	0	0	4	0	1	4	0	2	0	0	0	5	1	1	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
365496	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	297	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__plebeius
225954	0	0	0	1531	0	0	0	0	0	0	0	784	1250	0	373	0	3792	0	0	0	741	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__; s__
514996	0	0	256	92	0	10	0	82	0	0	1	77	276	0	0	89	1	183	79	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
259772	1	0	0	0	0	3	0	0	10	0	12	0	0	3	0	2	0	4	0	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
OTU358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	Unclassified
1105876	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
OTU180	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	Unclassified
332718	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
368698	0	0	0	8	0	0	0	26	15	0	3	5	1180	0	0	0	316	4	12	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
158183	0	0	0	4	0	0	0	1	4	40	0	2	1	0	0	0	0	4	5	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
333024	4	0	0	0	0	0	0	0	405	9	1	0	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
215097	0	0	0	0	0	5580	0	0	0	431	0	0	1	0	0	0	213	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
199182	0	1	0	20	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
741701	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	19	9	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
922761	28	0	5	2	1	2	0	0	9	0	3	1	1	0	0	0	0	0	0	22	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__
OTU559	6	0	0	0	0	0	0	0	1	0	0	0	21	2	0	0	0	0	0	0	0	Unclassified
588197	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1076587	0	3	0	56	1	11	13	0	0	0	0	30	9	0	1	1	0	0	36	0	45	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__formicigenerans
562376	7	0	8	2	40	374	0	2	27	25	55	3	32	1	0	43	9	80	0	390	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
186272	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
OTU775	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Unclassified
1105343	19	3	0	40	47	89	9	6	1	25	228	3	1	22	3	0	0	119	76	0	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
229348	0	0	0	22	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
589923	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	498	1	25	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
1040889	92	31	0	194	0	32	0	0	0	0	4664	99	0	0	0	0	1	1	287	673	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
586271	3	0	2	0	8	33	0	1	4	0	6	0	1	9	0	15	5	1	0	15	7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
363731	243	0	2	0	586	11	0	0	1266	24	3	5	428	8751	0	0	0	1	0	7	2	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
4406925	0	0	11	0	0	0	0	0	0	0	692	0	0	0	0	7	0	0	0	6	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
580629	2850	2001	2403	9437	4572	21085	1395	1382	269	3353	4039	11021	12988	1651	1068	2479	8268	2033	297	15387	1817	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
368219	1653	1752	377	14263	1	216	846	421	110	0	1007	6761	122	0	0	2074	274	1659	1299	702	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
301578	0	1	0	28	1	5	0	0	0	0	1	11	6	0	0	0	3	1	0	7	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
OTU571	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	Unclassified
OTU654	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Unclassified
OTU628	4	2	2	11	0	3	0	0	0	2	8	12	3	0	1	4	2	0	0	13	0	Unclassified
586968	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
560873	0	0	0	4	0	0	0	0	0	0	0	19	0	0	0	0	0	0	9	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
495451	0	0	0	1	0	0	0	0	0	0	64	0	0	0	0	0	0	0	4	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
OTU731	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	Unclassified
540924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__
OTU562	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	Unclassified
503236	0	0	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
1086889	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	15	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__WAL_1855D; s__
197539	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	21	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
OTU363	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Unclassified
196553	160	18	0	2	0	1058	18	56	471	22	231	0	115	1	1	7	525	90	0	192	10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
343257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	1	0	0	0	2444	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas; s__
194297	0	0	0	0	0	0	0	0	154	0	4	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
188789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
537661	0	0	39	0	0	0	0	39	29	23	67	0	230	0	38	34	162	166	0	84	61	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
367176	0	1	0	1	0	37	1	0	14	35	0	1	0	0	0	1	0	1	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
564806	111	9	35	8	61	3128	2	24	2837	241	141	9	89	467	34	32	229	36	0	186	104	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4296242	1	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	4	3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
216599	0	4	0	261	0	0	1	0	0	0	0	437	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
147100	0	0	0	18	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
359950	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
369797	0	0	0	43	0	0	0	0	0	0	0	28	0	0	0	0	0	0	96	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
1017181	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa
266330	0	0	3	0	0	1	0	0	115	0	3	0	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
333166	0	0	86	42	0	11	0	0	29	0	0	16	96	0	0	192	0	0	13	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
OTU769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Unclassified
851938	0	0	0	1	0	0	0	0	4	0	6	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__moorei
2388617	988	749	0	0	125	0	406	0	5	20	1	0	31	115	0	0	0	0	1	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
366716	0	11	0	0	18	0	11	0	0	0	123	6	4	30	0	0	0	0	37	70	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
988314	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__johnsonii
OTU742	4	0	4	0	1	0	0	0	7	2	20	0	0	15	0	0	17	0	0	0	0	Unclassified
1026498	0	0	0	4	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__
177179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenella; s__
OTU183	0	0	12	7	3	3	4	1	0	0	0	4	0	0	0	23	27	5	0	0	0	Unclassified
349257	0	81	0	0	585	7	67	4	0	1	4	0	0	36	0	386	23	41	10	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
192364	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
207994	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
372348	10	16	0	0	0	213	3	0	246	392	6	11	0	0	0	0	0	0	56	13	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
189820	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
523589	0	0	0	0	0	5	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__neonatale
OTU428	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Unclassified
