#OTU ID	G85645	G76498	G76499	G85646	G85647	G76500	G85648	G76501	G85649	G76502	G76503	G85650	G85651	G76504	G85652	G76505	G76506	G76507	G85654	G85655	G76508	G85656	G76509	G85657	G76511	G85658	G76512	G85659	G76514	G76515	G76516	G76517	G85662	G85663	G76518	G85664	G76519	G85665	G76520	G76521	G85667	G76522	G85668	G76523	G76524	G85669	G85670	G76525	G85671	G76526	G85672	G76527	G85673	G76528	G76529	G85674	G85675	G76530	G85676	G76531	G85677	G76532	G85678	G76533	G85679	G76534	G85680	G76535	G85681	G76536	G76537	G85683	G76538	G85684	G76539	G76540	G85685	G85686	G76541	G85687	G76543	G85688	G76544	G85689	G76545	G85690	G76547	G85691	G76548	G85692	G76549	G76550	G85694	G79500	G85695	G79501	G85696	G79502	G85697	G79503	G85698	G79504	G85699	G79505	G85700	G79507	G85701	G79508	G85702	G79509	G85703	G79510	G85704	G79511	G85705	G79512	G85706	G79513	G85707	G79514	G85708	G79515	G85709	G79516	G86048	G79517	G86049	G79518	G86050	G79519	G86051	G79520	G86052	G79521	G86053	G79522	G86054	G79523	G86055	G79524	G86057	G79525	G86058	G79526	G86059	G79527	G86060	G79528	G86061	G79529	G86062	G79530	G86064	G79531	G86065	G79532	G86068	G79533	G86069	G79534	G86070	G79535	G86071	G79536	G86072	G79538	G86073	G79539	G86074	G79540	G86075	G79541	G86077	G79542	G86079	G79543	G86080	G79544	G86082	G79545	G79546	G79547	G79548	G79549	G79550	G79551	G79552	G79553	G79554	G79555	G79556	G79557	G79558	G79559	G79560	G79561	G79562	G79563	G79565	G79566	G79567	G79568	G79570	G79571	G79572	G79574	G79575	G79576	G79577	G79579	G79580	G79581	G79582	G79583	G79584	G79585	G79586	G79590	G79591	G79592	G85608	G85609	G85610	G85612	G85613	G85615	G85616	G85617	G85618	G85619	G85620	G85621	G85623	G85622	G85624	G85625	G85626	G85627	G85628	G85629	G85630	G85632	G85633	G85634	G85635	G85636	G85637	G85638	G85639	G85640	G85641	G85643	G85642	G85644	G76497
OTU856	0	0	0	0	0	0	6	0	0	0	0	0	0	15	8	1	0	0	0	0	0	0	1	0	3	2	0	2	0	0	0	0	0	0	5	1	1	8	17	0	0	517	0	100	34	0	17	52	192	0	474	0	0	0	0	0	1	0	0	0	2	172	0	16	0	5	0	0	0	3	2	0	0	0	0	0	0	14	0	0	0	18	0	0	13	0	0	0	1	0	232	10	3	0	0	8	1	1	0	0	0	8	0	0	0	3	0	49	24	0	32	65	12	28	0	150	5	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	42	0	0	0	166	0	0	0	0	0	0	0	0	0	11	3	1126	5	0	0	0	0	85	0	10	0	0	76	3	153	0	0	1	0	3	1	399	0	103	0	1	5	0	0	9	0	0	251	0	353	1	0	0	0	0	0	5	0	1	0	5	0	0	10	0	0	0	0	0	5	0	0	0	0	2413	5064	0	5	634	7	1	1	5	0	2	1	0	0	0	2	0	0	0	4	5	0	6	4	2	0	0	4	0	10	5	0	0	0	0	0	0	0	0	0	0	8	0	2	2	0	0	3
OTU85	0	0	0	0	5	0	1	0	0	1	0	0	0	1	1	25	0	0	0	0	0	2	0	0	0	7	0	2	25	32	19	0	0	0	0	4	0	68	0	0	0	0	0	3	6	0	8	94	530	2	0	0	0	0	0	0	39	0	0	0	0	164	2	80	0	23	0	23	0	0	0	0	0	14	0	0	0	0	0	1	0	10	0	4	32	8	0	2	0	0	181	1	4	0	0	12	11	2	0	0	0	179	8	0	0	251	4	786	51	0	139	366	81	338	0	2009	302	0	0	0	0	74	37	1	6	0	2	2	0	21	0	11	0	110	1	24	0	49	3	5	0	0	0	1	0	1	46	9	22	192	2	17	1	0	0	27	0	2	0	0	510	291	443	0	6	11	8	342	66	283	149	414	4	5	42	0	53	54	5	1	33	0	144	9	1	0	53	0	1	507	1	0	8	51	1	144	1883	0	27	17	32	43	57	0	0	0	0	0	113	0	0	0	0	1	0	5	0	4	0	0	0	0	37	0	0	7	219	1	0	0	7	0	0	0	66	0	0	0	2	0	0	0	7	1	10	0	5	0	178	0	37	3	0	1	0
OTU110	71	0	0	0	2	0	20	3	500	14	0	0	21	0	74	5	1	0	0	0	0	21	2	0	0	3	0	4	5	1	6	3	0	26	16	239	0	9	0	0	0	0	0	0	0	0	1	0	0	11	0	8	0	0	0	0	16	0	1920	0	0	0	1	0	0	0	0	0	108	0	0	0	0	0	2	0	0	1384	4	0	2	2151	24	6	1	5	0	28	1	0	0	0	1671	16	0	0	12	28	0	0	0	0	19	4	0	0	2	0	2	0	18	0	0	0	7	0	0	1	0	22	0	499	26	10	76	1	119	699	0	14	62	111	8	31	0	1	1	28	13	0	16	0	92	3	65	16	13	0	13	0	5	63	0	0	0	15	41	1	1	5	3	12	0	0	20	24	2	2	0	14	0	2	1	114	0	26	1	2	32	5	0	8	3	0	90	0	17	4	8	10	0	5	21	0	152	49	0	0	16	33	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	6	0	0	0	9	0	0	1	8	0	238	0	59	0	15	0	0	6	0	0	1010	20	0	0	32	0	3	63	0	80	2	0	7	5	20	0	17	0
OTU87	0	0	0	0	51	0	0	132	0	154	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2507	0	348	0	0	0	0	1	0	0	0	0	0	3	278	0	0	0	0	0	0	0	0	0	0	0	0	1	0	309	0	252	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	258	0	0	0	0	176	1	23	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5378	0	0	0	1	373	0	0	0	0	2151	0
OTU88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	1583	0	9	0	0	0	147	18	609	0	0	1	0	0	0	0	0	0	79	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7533	146	0	0	8	0	0	0	0	0	0	912	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU84	40	0	0	0	12	0	1907	19	0	5	0	0	0	106	370	1765	263	0	0	0	0	0	4	0	33	124	0	36	17	77	45	0	0	134	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	1	0	4	36	63	0	148	0	0	0	0	11	0	30	0	0	191	259	117	0	34	0	0	0	0	0	0	0	0	0	1	0	2	0	28	300	1	0	0	1	0	0	0	0	0	0	625	0	0	1	7	0	5	16	96	64	2	67	14	0	3	2	0	59	44	13	5	0	23	3	23	0	13	1	0	0	26	128	0	24	64	53	4	5	0	0	83	0	0	20	8	9	0	0	1	0	1185	169	0	0	0	0	0	74	0	0	0	0	0	0	0	4	1	0	133	0	40	8	0	0	492	0	0	126	15	55	0	0	0	0	0	0	1	0	247	0	1	0	377	44	0	1	6	0	0	0	0	0	0	0	0	0	822	764	0	0	4	0	0	5	0	0	38	0	0	0	0	0	41	0	0	88	0	102	0	7	25	0	5	0
OTU90	5	0	0	0	0	0	198	5	1	6	0	0	2	191	49	117	79	3	0	0	1	21	18	0	123	37	0	128	46	27	21	5	0	12	17	5	17	433	7	1	1	0	0	0	0	0	180	49	44	0	0	0	0	0	5	0	24	0	149	0	0	175	92	58	0	0	0	42	13	1	2	0	2	44	14	2	0	0	1	2	20	45	7	205	445	127	0	27	0	3	10	0	0	5	0	0	156	7	0	0	0	129	16	69	0	85	0	2283	1	1	357	326	104	25	154	255	2	0	0	8	0	130	133	51	0	4	7	9	7	16	0	36	0	28	0	15	0	113	0	1	0	0	0	22	0	13	202	0	355	241	25	17	2	0	0	17	0	2	0	2	227	251	185	0	9	92	6	92	79	0	238	16	0	17	5	43	7	143	19	8	111	0	0	0	7	0	59	75	10	454	0	61	8	4	0	6	250	0	18	17	6	0	57	201	0	0	0	5	0	1	0	97	0	130	36	80	10	63	0	0	0	0	11	0	0	10	2	48	11	12	1	23	0	0	37	0	0	31	8	0	0	0	0	97	55	0	5	0	0	0	31	189	0	13	0
OTU86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2081	0	1132	0	0	0	0	0	0	0	0	8061	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	3098	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	36	0	0	0	0
OTU99	13	0	0	0	0	0	19	1	0	9	0	0	0	0	0	0	0	0	0	0	0	88	90	0	0	11	0	19	148	16	0	0	0	20	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3046	0	14	1	1	0	5	204	0	0	0	21	16	55	0	0	2	0	1	0	0	11	0	2	50	566	0	8	23	18	0	0	0	0	0	0	350	36	0	0	828	159	0	0	0	6	404	0	0	0	98	1	4	0	0	12	5	17	1	12	0	0	0	90	0	0	11	0	0	0	0	0	0	0	2	117	0	0	0	0	0	0	0	0	0	0	0	58	0	8	216	0	278	0	1	96	1	0	0	0	1	0	0	4	0	568	0	3	5	0	0	3	0	0	0	0	0	0	0	4	0	0	8	155	0	0	0	0	0	0	29	0	87	916	0	0	40	0	0	1005	6	0	0	311	0	0	0	0	0	1	0	0	0	9	0	0	6	157	1	0	0	0	0	0	43	0	512	0	0	111	0	0	13	2	67	3	0	0	90	0	0	5	0	0	0	0	0	42	0	0	122	19	0	0	8	13	0	9	0
OTU661	36	0	0	0	0	0	36	48	195	139	5	0	0	31	6	38	3	0	0	0	6	250	8	0	2	11	0	206	174	38	51	3	0	227	0	556	0	585	0	0	1	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	196	0	8	0	0	0	0	0	0	0	1	0	234	0	0	0	0	0	0	0	0	88	0	0	13	91	3	1136	22	28	4	79	7	0	10	0	71	37	0	0	382	0	0	0	0	0	0	2	0	0	0	0	0	0	13	1	32	0	0	5	1	0	0	27	0	0	18	1	138	0	162	16	0	11	0	0	2	4	0	0	0	165	6	0	0	0	0	16	0	34	1073	0	960	0	65	56	3	0	5	0	4	0	3	3	0	24	0	0	2	34	0	0	0	0	4	0	31	4	0	0	0	0	102	0	0	22	0	0	0	0	90	1	40	43	0	77	51	0	16	32	0	0	4	65	12	0	0	0	0	0	0	0	0	5	0	0	0	24	0	0	2	12	0	0	2	0	0	21	0	0	0	34	1	435	0	98	0	1	67	0	0	55	0	0	0	0	0	186	14	0	174	8	0	0	20	1248	0	788	0
OTU125	0	0	0	0	1	0	0	14	0	37	0	0	0	0	454	0	0	0	0	0	0	0	0	0	9	0	0	0	435	205	3	105	0	0	4	0	3	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	11	1	0	0	93	0	0	0	0	0	0	5	2	0	0	0	2	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	0	191	0	0	0	1	1	18	0	0	86	1	146	0	2	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	382	0	652	0	2	0	14	0	0	0	0	0	43	0	847	1	12	0	0	0	0	0	0	0	0	0	0	0	153	0	1852	0	0	0	0	0	0	0	0	0	4	0	41	2	0	0	0	0	4	0	0	0	0	0	0	1626	0	0	936	0	982	0	3	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	152	0	0	0	1	85	1	0	0	0	1	0	0	0	0	0	0	0	35	0	2	0	1	0	0	1407	0	0	9	0	0	0	0	0	8	12	0	1	0	0	34	18	0	0	319	0
OTU94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5328	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
OTU102	28	0	0	0	8	0	0	5	40	0	0	0	0	0	1	0	0	0	0	0	5	511	2	0	1	0	0	3	13	0	0	2	0	0	0	51	0	78	0	0	0	0	0	0	0	0	28	0	6	113	0	31	0	0	0	0	205	0	37	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	42	1	6	92	13	785	0	118	0	0	5	5	4	0	0	8	669	68	0	0	0	21	0	172	0	30	8	72	30	22	3	146	31	5	3	22	0	2	0	52	0	0	18	70	251	21	98	1	2	2	15	8	0	16	0	1516	0	4	1	29	0	1	2	2	0	4	23	6	22	3401	0	38	0	0	0	2	0	126	0	2	263	0	194	0	10	0	11	0	45	1	219	0	0	2	4	0	0	0	35	17	344	0	0	0	110	0	4	12	226	1	0	4	0	0	9	52	0	0	15	65	32	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	143	0	0	0	3	0	0	3	0	0	0	0	0	34	1	0	146	0	21	14	0	3	0	3	0
OTU91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	73	6986	0	0	0	0	0	0	0	0	0	0	0	0	0	4225	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU96	1	0	0	0	0	0	1	0	0	5	0	0	0	0	130	0	0	0	0	0	6	1	192	0	115	2	0	220	5	83	54	2	0	0	0	11	7	64	0	6	0	0	0	0	0	0	667	0	384	0	0	0	0	0	0	0	0	0	44	0	0	0	123	0	0	0	0	0	0	0	0	0	3	0	38	0	0	2	0	14	17	136	0	8	3	0	0	228	0	0	5	0	86	1	0	0	191	0	0	0	0	980	0	0	5	0	4	102	349	1	3	1629	607	2	33	0	1184	0	0	0	0	422	0	0	0	0	13	17	3	38	0	0	30	1	0	0	0	0	42	11	0	0	0	34	0	19	2	0	3	0	0	3	0	0	0	0	0	72	6	2	12	67	3	0	5	11	0	1	40	0	34	37	0	1	0	0	0	219	0	0	1	0	0	0	0	0	17	1	1	332	0	228	16	0	4	3	0	1	108	11	276	0	0	0	0	0	0	0	0	9	0	0	0	31	26	351	63	6	0	0	0	0	0	11	0	0	36	63	86	0	1	234	0	0	208	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	31	162	0	16	0
OTU98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	8	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	2559	1881	0	1	0	0	0	0	0	0	0	0	0	0	1241	4355	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0
OTU95	3	0	0	0	0	0	35	3	3	0	0	0	0	5	16	0	7	0	0	0	3	11	0	0	7	2	0	9	6	11	4	7	0	3	13	20	2	279	0	0	0	0	0	0	203	0	4	1193	0	0	1	0	0	0	0	0	2	0	43	0	0	0	10	0	0	0	0	0	0	3	2	0	0	183	0	0	0	0	0	0	8	0	4	297	63	190	0	30	0	0	3	0	0	0	14	0	100	0	0	0	0	2	0	49	1	4	0	1334	0	0	355	12	7	4	12	109	2	0	0	0	0	22	0	10	0	1	22	1	0	4	9	50	0	111	0	0	0	3	0	0	0	0	11	0	19	1	244	3	353	124	22	3	1	0	0	5	0	4	0	0	1492	8	1049	0	17	15	0	1	224	0	1668	15	0	30	104	1	26	1	20	4	117	0	0	0	0	0	8	11	18	27	0	54	5	3	2	0	0	0	5	1	3	0	0	0	0	0	0	0	0	95	0	0	0	4	0	14	0	9	0	0	0	0	2	0	0	0	4	10	0	1	7	2	0	0	2	0	0	0	0	0	0	0	0	2	39	0	0	0	0	6	6	3	0	0	0
OTU111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	301	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	1	0	0	0	8379	0	71	0	12	1	4	0	3	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1106	0	1	76	0	2	26	66	3	0	0	33	0	1	0	5	0	2	0	0	0	0	0	0	0	2	1	0	0	3	0	0	2	0	0	0	1	1	1	0	52	0	0	0	1	5	0	3	0	12	0	54	0	3	6	3	0	61	61	2	0	110	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	15	0	0	0	8	17	24	1	3	39	0	151	0	9	0	67	0	21	0	34	18	2	3	18	6	40	57	32	27	423	0	0	1	82	26	21	72	3	30	19	2	53	141	8	27	30	27	1	22	1	29	3	56	122	91	0	61	1	130	4	108	8	18	3	49	7	68	3	277	48	321	0	13	4	7	0	4	0	27	5	8	1	16	23	556	0	24	0	17	13	11	1	3	101	1	0	7	13	2	28	0	2	13	2	3	22	0	8	26	10	89	1	97	0	14	0	7	55	4	8	3	22	23	32	0	107	23	18	7	0	118	3103	29	0	0	0	0	0	27	5	29	4	1	0	0	0	2	0	123	0	1	1797	0	1	5	0	2	0	0	153	25	0	0	3	0	0	0
OTU97	0	0	0	0	47	0	0	27	0	12	0	0	0	0	359	0	0	0	0	0	0	0	9	0	11	19	0	87	23	1	3	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	65	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	22	281	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	71	0	204	0	220	0	2724	0	0	1	0	0	0	0	0	0	32	1225	63	998	0	3	161	10	0	251	0	582	0	0	0	134	0	93	18	0	0	125	0	0	45	0	0	127	0	5	15	0	99	118	20	1	18	30	0	0	33	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	22	151	0	0	0	0	379	0	0	0	0	1	0	294	49	130	0	0	242	0	0	13	0	0	0	0	0	335	0	0	0	0	154	0	10	17	0	26	0
OTU100	0	0	0	0	169	0	0	59	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	117	34	0	0	0	0	0	0	60	0	0	0	189	0	0	0	0	0	0	0	0	0	0	156	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	1	0	0	145	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	955	0	1	0	0	0	0	0	0	0	0	0	647	0	673	0	0	0	0	0	1	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	1	0	0	336	0	334	1	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1848	881	0	0	0	1387	0	0	0	0	853	0
OTU106	1	0	0	0	0	0	63	0	0	0	0	0	14	2	15	36	3	0	0	0	0	1	3	0	1	1	0	35	0	28	9	0	0	19	0	0	2	6	2	0	0	0	0	19	42	0	3	33	22	8	0	2	1	2	0	0	13	0	2	0	0	476	1	27	0	135	0	14	0	0	0	0	0	11	0	0	0	0	0	0	0	5	0	2	6	1	0	0	5	0	7	0	0	23	0	0	8	2	0	0	0	32	20	76	0	681	0	114	3	7	75	111	28	178	91	87	40	0	0	0	0	15	32	51	15	0	8	0	0	15	14	2	19	14	78	117	141	17	41	0	11	0	0	0	0	1	19	1	11	54	9	2	24	0	10	0	0	2	0	0	63	494	134	1	0	17	3	930	36	523	89	530	4	0	9	151	5	35	0	0	7	0	457	0	1	0	0	23	0	380	0	95	1	0	0	0	975	222	14	1	0	0	0	1	0	9	116	0	1173	8	0	0	0	2	3	52	8	2	0	0	0	0	31	0	0	6	6	70	0	0	13	9	0	0	9	0	0	2	1	0	0	2	4	0	3	0	0	0	7	0	14	20	0	0	0
OTU151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	10	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8625	792	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3368	0	3	18	0	1	1	1	0	0	0	26	0	0	4	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	2	0	179	0	21	0	2	3	0	6	2	47	0	37	3	0	626	587	0	5	24	0	1	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	2	6	0	1	0	3	0	47	0	0	3	37	0	18	0	27	34	4	0	5	6	9	44	27	8	79	0	0	0	27	30	5	26	7	5	6	0	5	88	2	9	6	20	2	7	0	25	4	67	885	133	1	153	0	67	5	28	5	48	0	26	74	13	3	42	10	62	0	11	0	0	0	7	0	0	2	0	2	9	4	180	1	3	1	4	32	0	0	2	45	4	1	1	44	0	10	0	2	14	5	2	12	1	5	8	14	165	2	26	0	8	0	69	74	6	1	6	19	9	32	0	23	8	13	31	1	766	2613	29	0	3	0	0	2	66	0	4	7	0	0	0	0	2	0	1052	0	6	315	0	1	116	0	2	0	2	107	6	0	0	2	0	0	0
