# OTU	G34909	G40403	G40402	G40401	G40400	G40407	G40406	G40405	G40404	G40409	G40408	G34949	G34948	G34941	G34943	G34942	G34945	G34944	G34947	G34946	G35047	G35046	G35045	G35044	G35042	G35041	G35040	G35049	G35048	G47408	G47409	G47406	G47407	G47404	G47405	G47402	G47403	G47400	G47401	G34893	G34892	G34891	G34890	G34897	G34896	G34895	G34894	G34899	G34898	G47572	G47573	G47570	G47571	G47576	G47577	G47574	G47575	G47472	G47471	G47470	G40438	G40439	G40432	G40433	G40430	G40431	G40436	G40437	G40434	G40435	G34989	G34988	G34985	G34984	G34987	G34986	G34981	G34980	G34983	G34982	G34930	G34931	G34932	G34933	G34934	G34935	G34936	G34937	G35003	G34939	G35000	G35007	G35005	G35004	G47529	G47528	G47527	G47526	G35009	G35008	G35002	G40368	G40369	G47590	G47591	G47592	G47593	G47594	G47595	G47596	G47586	G47598	G47599	G47442	G47443	G47440	G47441	G47446	G47447	G47444	G47445	G47448	G47449	G40461	G40460	G40463	G34974	G34975	G34976	G34977	G34970	G34971	G34972	G34978	G34979	G47398	G47399	G47392	G47393	G47391	G47396	G47397	G47394	G47395	G35032	G35033	G35031	G35037	G35034	G35035	G35038	G35039	G47419	G47418	G47415	G47414	G47417	G47416	G47411	G47410	G47413	G47412	G34868	G34869	G34867	G47561	G47560	G47563	G47562	G47565	G47564	G47567	G47566	G47569	G47568	G40429	G40428	G40421	G40420	G40423	G40422	G40425	G40424	G40427	G40426	G47580	G34929	G34928	G34927	G34926	G34925	G34924	G34923	G34922	G34921	G34920	G47604	G47605	G47600	G47601	G47602	G47603	G40378	G40375	G40374	G40377	G40376	G40371	G40370	G40373	G40372	G47588	G47587	G35018	G47585	G47584	G47583	G47582	G47581	G34900	G47451	G47450	G47453	G47452	G47455	G47454	G47457	G47456	G47459	G47458	G40450	G40451	G40452	G40453	G40454	G40455	G40456	G40457	G40458	G40459	G47597	G34963	G34962	G34961	G34960	G34967	G34966	G34965	G34964	G34969	G34968	G35021	G35020	G35023	G35022	G35025	G35024	G35027	G35026	G35029	G35028	G34918	G34919	G47428	G47429	G47420	G47421	G47422	G47423	G47424	G47425	G47426	G47427	G34879	G34878	G34875	G34874	G34877	G34876	G34871	G34870	G34872	G47558	G47559	G47554	G47555	G47556	G47557	G47550	G47551	G47552	G47553	G40384	G40385	G40386	G40387	G40380	G40381	G40382	G40383	G40388	G40389	G47578	G47579	G40414	G40415	G40416	G40417	G40410	G40411	G40412	G40413	G40418	G40419	G34958	G34959	G34952	G34953	G34951	G34956	G34957	G34954	G34955	G35050	G35051	G35052	G35053	G35054	G35055	G35056	G34884	G34885	G34886	G34880	G34881	G34882	G34883	G34914	G34888	G34889	G47468	G47469	G47464	G47465	G47466	G47467	G47460	G47461	G47462	G47463	G34916	G40449	G40448	G40447	G40446	G40445	G40444	G40443	G40442	G40441	G40440	G34915	G34912	G34913	G34910	G34911	G34998	G34999	G34996	G34997	G34995	G34992	G34991	G34905	G34904	G34907	G34906	G34901	G35019	G34903	G34902	G35014	G35015	G35016	G35017	G35010	G34908	G35012	G35013	G47538	G47539	G47536	G47537	G47534	G47535	G47532	G47533	G47530	G47531	G47549	G47548	G47543	G47542	G47541	G47540	G47547	G47546	G47545	G47544	G40393	G40392	G40391	G40390	G40397	G40396	G40395	G40394	G40398	G47437	G47436	G47435	G47434	G47433	G47432	G47431	G47430	G47439	G47438	taxonomy
310886	0	0	0	14	0	3	0	0	306	0	0	0	0	0	6	43	61	2	0	0	0	300	0	80	0	0	0	0	0	16	0	135	80	2	184	0	8	1	38	8	0	265	0	0	0	13	0	0	121	1	71	21	63	17	0	0	2	0	1	0	0	4	0	5	0	0	0	12	0	0	0	51	0	0	0	0	0	38	27	0	1	157	0	0	0	0	0	0	43	4	75	17	3	3	8	0	0	0	0	0	0	0	27	15	11	0	0	97	9	0	0	2	0	0	1028	0	0	0	273	26	112	0	536	0	0	0	1	0	0	510	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	127	0	0	0	2	0	0	0	0	41	0	0	0	0	0	0	0	0	0	15	0	0	0	0	33	0	0	0	93	0	0	0	8	0	0	0	0	185	0	0	39	0	0	0	0	0	13	3	0	7	0	0	1	0	0	0	0	0	0	0	13	0	9	24	0	0	0	266	0	11	0	12	0	0	160	15	0	3	176	17	77	1	0	0	0	0	105	14	428	22	0	0	0	0	0	258	0	176	24	0	5	0	0	4	6	0	0	53	0	37	0	0	0	0	98	0	176	0	0	0	0	0	9	0	101	0	0	0	0	0	0	13	109	0	0	0	0	53	0	5	10	0	1	0	15	0	0	0	79	0	0	0	0	0	366	0	0	0	83	11	81	0	0	0	1	0	43	0	28	0	0	1	0	0	0	507	0	245	37	8	0	0	4	96	11	0	0	0	0	459	64	0	0	0	0	0	0	0	0	1	0	1	224	0	0	119	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	86	8	198	0	9	0	0	39	6	0	63	1	0	0	0	17	0	0	0	0	1	0	20	0	0	32	0	11	0	23	0	11	0	0	0	37	0	0	20	20	0	15	4	0	0	14	0	0	0	0	597	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
257039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
444791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
304550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__; s__
1856611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
4417526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__
366584	0	106	0	1050	90	0	0	1	3	179	427	0	59	133	1	0	321	0	0	6	0	45	0	96	0	0	0	0	319	14	16	1017	236	2	23	0	9	0	0	12	0	12	0	0	0	0	0	0	16	0	0	85	0	0	0	274	0	244	0	0	0	0	0	496	123	0	0	1786	3236	1	0	181	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	5	0	11	0	10	0	0	0	0	228	1	0	0	0	48	0	0	0	147	0	0	0	0	0	0	0	0	174	0	0	5	0	0	0	168	0	56	0	40	0	0	0	0	0	53	1	416	0	0	0	0	0	0	0	1	238	7	0	0	0	0	0	0	0	0	0	8	10	8	74	0	0	0	0	0	0	0	2	0	367	0	0	0	0	0	78	1	0	49	1	0	0	0	0	0	0	0	194	14	0	213	0	0	0	0	0	7	0	0	0	0	0	24	1	1	0	1084	0	0	0	5	0	0	0	0	0	11	25	0	0	0	0	0	0	0	317	0	1	0	1846	540	0	1	3	1	0	180	0	37	203	1	0	425	0	33	0	0	0	240	0	40	0	0	0	388	2	2	71	0	250	0	0	0	138	0	0	0	0	0	0	0	1	0	0	102	0	0	0	0	0	0	1	416	0	0	31	0	458	0	0	0	0	2	0	167	1	831	0	56	2	0	0	0	0	210	0	4	0	1731	79	6	0	0	0	0	0	34	0	68	0	0	13	0	0	0	271	0	0	153	0	0	0	7	8	0	13	0	0	0	20	0	0	0	1	0	0	32	0	0	1	1	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	2239	0	0	36	16	13	0	0	59	0	0	0	135	0	108	1	0	0	0	91	0	1	1	0	1	0	0	0	0	3	1	0	0	0	0	305	0	0	0	1	1	128	0	152	0	1	2	0	0	0	0	0	0	0	0	0	0	48	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
139887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__
1132942	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	5	0	0	0	0	0	0	0	0	0	0	167	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	152	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__pullicaecorum
510901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
