#OTU ID	G28712	G28715	G28745	G28774	G28775	G34180	G34181	G34182	G34183	G34185	G34186	G34187	G34188	G34189	G34190	G34191	G34192	G34193	G34194	G34195	G34196	G34198	G34199	G34200	G34201	G34202	G34203	G34204	G34206	G34207	G34208	G34209	G34210	G34211	G34212	G34214	G34215	G34216	G34217	G34218	G34219	G34220	G34221	G34222	G34227	G34228	G34229	G34237	G44038	G44039	G44040	G44041	G44043	G44044	G44050	G44062	G44065	G44066	G44074	G44076	G44081	G44089	G44090	G44093	G44094	G44095	G44100	G75268	G75269	G75270	G75271	G75272	G75273	G75274	G75277	G75278	G75280	G75281	G75283	G75285	G75286	G75287	G75288	G75290	G75291	G75298	G75302	G75303	G75304	G75305	G75306	G75307	G75308	G75309	G75316	G75321	G75353	G89736	G28711
OTU20	802	0	439	123	0	77	102	6	358	97	19	26	21	11	100	50	32	37	76	26	15	2	0	0	1	0	5	222	28	13	24	1007	329	602	33	134	67	81	21	0	13	0	0	5	381	141	113	50	7284	4556	4643	1502	3341	3576	1924	2391	708	678	0	30	0	1971	1920	2163	1081	3	2	449	0	348	60	0	0	0	944	434	1	827	3075	492	27	385	281	349	369	0	20	0	0	156	123	55	234	367	0	246	307	85	346
OTU15	0	0	3	1406	0	320	175	101	260	210	18	13	24	10	124	45	40	0	0	0	0	0	0	0	0	0	0	3	782	53	329	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	8	16	5	345	4	2126	334	3508	11378	855	4	1	1	3	86	1415	7	2519	7109	0	357	0	0	1	0	0	0	1	1	0	1	700	2078	119	839	778	215	962	0	3	3026	0	2	1159	512	0	284	0	0	0	545	1609
OTU16	0	0	142	56	2	309	134	85	582	254	112	89	79	33	342	428	347	0	0	0	0	0	0	0	0	0	1	12	53	26	148	13	24	153	24	0	0	0	0	0	0	0	1	0	10	12	52	21	2490	3485	520	6	4520	1205	1031	0	2045	1468	1	0	4	5465	3114	1788	2453	0	1	1750	0	0	0	0	0	0	1054	643	0	0	1	1983	296	2147	46	60	24	158	0	1	0	0	659	909	202	1762	0	0	0	0	962
OTU279	0	0	0	0	0	104	101	265	48	136	107	109	76	75	57	121	124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	15	24	27	0	0	0	0	0	0	0	0	0	0	0	0	36	9	7094	1	5	12743	14	8	4	2977	4324	0	3	1	12	5381	4150	1	1	4	237	0	0	0	0	1	0	1850	2817	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	474	957	0	0	0	0	756
OTU19	1	0	176	0	0	305	289	21	537	168	123	154	103	44	202	132	71	0	0	0	0	0	348	64	65	41	81	3	12	12	34	0	0	0	36	251	127	253	35	0	36	0	0	18	308	161	74	46	8049	3	644	2	2007	1473	1357	2	562	0	1763	21	5	11525	1734	2	746	3	543	299	0	0	0	178	132	497	0	0	3	592	258	1	0	0	0	484	910	0	0	1	341	63	0	7	0	182	0	0	0	407	1032
OTU53	0	0	0	617	0	74	160	0	208	129	18	35	28	14	164	58	51	20	65	60	12	0	1	0	0	0	0	0	64	13	44	156	202	228	9	36	69	30	18	0	12	0	0	15	2	32	24	16	65	4017	1	784	1966	6	2768	4868	906	1073	1685	106	2	2057	1884	970	1797	2	2223	611	0	1	116	350	637	0	0	0	1	839	0	795	93	425	261	123	182	0	1	2	974	300	201	167	116	295	0	111	318	118	632
OTU21	0	2	243	639	7	107	80	5	35	66	35	45	41	29	61	49	43	0	5	34	2	0	378	196	52	241	240	3	102	2	52	177	196	148	28	0	0	0	0	0	10	0	0	23	1	39	25	42	661	4003	587	440	1755	220	3549	3022	318	1105	2388	348	4	704	239	1636	4509	6	1142	514	0	0	109	396	419	777	226	330	8	706	0	799	78	657	280	24	26	3	7	3	198	251	116	156	79	13	0	137	189	139	317
OTU36	1	0	162	15	0	1	92	146	237	69	14	13	15	7	43	38	46	0	0	0	3	0	0	0	1	0	0	0	4	5	23	3	5	9	17	9	2	3	1	0	1	0	0	5	0	0	0	31	4	2468	196	60	3031	164	1415	3720	1187	4851	5	2	2843	2889	3914	2085	1441	16	6	198	0	0	3	1	0	0	486	69	7	118	3	1249	28	30	101	3	11	1	2	27	1	99	494	266	146	1033	0	6	774	11	5
OTU18	0	1	0	0	0	530	65	14	407	361	109	104	103	53	32	43	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1506	1	0	0	145	0	1	0	0	24632	1498	0	0	1	2	35	0	1	0	0	0	0	0	0	0	691	0	2679	72	306	0	0	0	0	0	0	0	0	303	0	0	536	0	0	808	0	623
OTU27	0	1	153	0	0	0	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	349	98	303	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	8	6	64	3	6	4	7168	1	3	11665	1	1	5	1	3	3	2	6819	0	0	1	0	0	0	0	0	9	0	0	1	1132	207	616	906	0	0	1	0	0	2807	713	362	0	0	0	0	0	0	284	1
OTU24	0	0	1	0	0	8	6	44	47	131	115	146	47	29	202	253	244	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2137	2	2	0	2199	0	1	0	2	17165	403	1	0	1	1	799	0	0	0	0	0	0	0	0	0	0	0	733	382	1407	1683	952	1812	0	0	0	0	0	0	0	0	208	0	0	0	0	43
OTU22	90	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	87	0	0	0	0	0	2	0	6	93	151	0	0	0	27	16	127	187	322	0	122	0	0	45	0	0	0	39	1	1	1703	2060	2	2915	2325	5478	0	1	2	1077	2	1116	1	3	726	2	2	0	0	23	289	0	0	0	0	0	659	2191	1853	1098	124	785	815	113	264	0	968	0	0	1362	582	155	0	0	0	0	0	0	0
OTU23	1	0	13	281	0	73	59	32	89	53	40	14	6	4	72	30	33	0	0	0	0	0	4	0	0	0	0	2	17	4	79	90	91	182	50	92	400	466	160	0	195	0	0	102	0	0	0	64	1	1152	5	2	1471	2	2374	556	448	783	292	1089	1	6230	1036	1904	309	0	23	212	0	0	0	4	9	0	381	210	83	2186	2	1115	158	1332	713	35	23	1	0	0	22	1180	554	39	19	113	0	0	0	714	366
OTU888	0	0	0	130	0	91	148	36	186	144	22	15	19	6	11	12	20	0	0	0	22	0	0	0	0	0	4	0	24	39	292	0	0	0	28	90	29	28	6	0	44	0	0	31	92	9	15	27	5571	31	1100	2282	1693	559	1273	3487	382	201	0	17	2	1023	1275	379	784	2	0	19	0	0	137	1	0	0	254	47	15	433	567	845	79	464	442	119	285	0	43	1	0	350	422	187	68	440	0	73	90	209	443
OTU37	534	431	5	349	0	1	4	6	171	86	14	14	11	0	67	46	26	81	28	128	20	6	296	68	204	68	20	12	76	18	193	28	183	292	147	0	0	11	0	13	2	20	18	9	33	141	46	203	230	1491	1272	1514	244	5	14	2533	104	889	536	5	2321	7	100	2349	12	4122	212	244	607	272	213	0	118	325	145	333	3	164	456	231	28	352	110	0	11	8	7	37	123	207	52	0	79	4	162	144	17	23	1
OTU29	1	0	168	61	0	94	105	73	134	145	56	58	56	36	34	49	29	0	0	0	9	0	0	45	12	23	123	0	11	2	28	95	134	117	18	0	0	19	2	0	11	0	0	1	0	0	0	17	1	3573	0	611	4293	1	2457	0	254	1773	351	0	0	688	1635	3235	921	0	28	206	0	0	21	33	61	0	496	319	0	219	32	328	33	487	211	92	377	0	0	1	134	5	414	48	203	348	0	0	0	67	567
OTU25	10	1	1	16	5	16	9	11	2	0	0	0	1	0	14	18	14	5	0	2	0	10	58	140	19	77	269	222	1	0	0	0	0	2	14	44	32	3	118	196	2	138	375	2	1	1	0	15	2	3	1	50	13	8	42	4	5	4	43	25	2460	240	47	2	1	983	7	27	11723	7	2	0	0	115	0	0	6019	164	196	1	0	4	2	0	7	1667	1	25	25	195	0	0	6	12	1	13	0	122	80
OTU28	1	3	6	0	0	141	322	60	493	246	104	123	94	32	484	425	377	0	0	0	8	484	0	2	0	134	110	19	18	8	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	4	3	2	1	2308	3	0	10	3601	1	581	2830	0	2414	6116	2	0	0	190	1573	0	0	0	0	118	0	0	0	1	1	0	370	159	113	177	0	0	0	0	0	0	406	0	0	0	217	0	0	584	0	493
OTU32	1	0	0	136	0	176	183	471	229	132	91	155	116	49	116	153	209	0	0	0	0	0	0	0	0	0	0	1	34	77	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5803	3	2218	6	2502	1	1	0	5	0	5920	2	565	0	1	226	0	0	0	0	0	0	0	0	59	1132	0	0	0	0	0	0	0	0	0	0	0	1035	0	217	0	781	0	564	1014	0	1354
OTU33	0	2532	0	0	110	39	0	44	6	7	2	1	2	0	0	3	0	0	0	2	21	0	266	9	34	66	108	0	7	0	36	3	11	29	36	0	0	0	0	0	0	0	0	0	0	5	0	64	1	674	1567	1175	1333	681	1284	404	7	207	1729	0	1	892	199	3689	404	2	1509	6	0	0	41	425	144	1020	641	179	0	0	58	1	17	12	485	184	275	0	0	1	320	0	132	85	360	13	0	0	62	513	318
OTU34	608	0	2	490	0	0	2	0	1	4	0	0	0	1	2	0	3	158	87	17	28	0	2	9	18	12	14	0	0	0	0	152	244	208	6	36	70	41	27	0	9	0	0	8	0	0	0	22	2	3143	1	1786	6	0	376	7000	3	532	272	331	3	1786	9	990	651	1	119	12	0	219	221	22	21	6	878	727	0	448	3	348	43	189	159	144	315	0	0	1	70	137	110	71	130	2	0	15	26	476	5
OTU30	10	18	15165	0	2	1	3	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	106	125	0	58	30	6	1	0	0	3	1	1	0	0	0	0	0	8	0	9	37	0	0	0	2	1	14	21	3	1	2	0	0	21	1	3	1	1	153	5	0	2	4	901	0	0	935	7	2	0	0	138	0	0	53	3	5	2	0	0	2	23	0	34	1772	14	1	0	1	0	3	0	4081	0	0	4	0
OTU54	0	1	0	403	0	35	36	263	100	33	8	2	5	1	2	4	4	0	0	0	0	0	0	0	0	0	0	0	56	15	57	167	74	165	5	0	0	0	0	0	0	0	0	0	0	0	0	14	2	1297	2	2	762	1	1404	10222	482	397	3	1	0	2927	1176	456	1071	0	12	28	0	0	0	2	5	0	96	97	1	0	0	231	21	125	129	0	0	0	0	0	22	0	177	105	31	108	0	0	0	61	271
OTU43	4529	0	0	2425	0	0	0	0	0	0	0	0	0	0	0	0	3	419	281	468	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	11580	0	0	0	0	0	1	0	2	1	0	0	0	2	0	0	0	0	1450	953	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU39	349	32	1	244	0	6	4	0	2	16	2	4	3	2	22	21	9	2	12	20	0	8	171	10	50	66	65	186	58	7	45	18	109	453	189	16	16	82	22	4	31	0	2	23	31	11	13	262	26	2989	765	46	118	797	23	2914	29	514	341	64	1455	14	17	1299	32	1733	120	59	14	151	73	4	39	172	688	210	1	385	1105	299	31	198	74	7	1	303	4	64	66	208	108	0	90	0	1347	9	0	53	33
OTU42	0	0	0	24	0	0	0	0	6	10	13	19	14	4	16	17	13	13	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18	20	3	27	66	0	10	0	0	4	81	35	33	21	38	4713	1	0	2035	1	1	2	235	4347	0	27	2	348	691	3384	3	0	0	98	0	0	0	0	0	0	1751	863	0	27	0	0	115	834	554	46	39	0	0	0	0	184	1	0	344	0	0	198	51	70	1
OTU648	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	2	185	3	109	0	3094	8	1	43	4	7	78	3	5	2	4	47	1	7	4	3	17	2	5	1	0	0	2	17	34	0	3	10	15645	498	3	0	0	0	0	0	0	0	0	1	0	652	0	16	15	1	0	483	442	14	0
OTU38	0	0	26	268	2	131	74	17	55	41	7	14	7	8	8	18	5	79	27	23	13	23	40	32	5	21	13	0	37	5	7	23	45	74	17	0	21	8	15	0	13	0	0	20	0	4	7	23	2576	920	327	431	1428	881	835	924	169	568	608	81	3	1894	551	228	656	3	751	137	0	0	39	89	443	116	160	107	1	217	327	927	116	628	502	383	426	11	65	2	196	83	154	32	23	151	0	0	14	155	444
OTU35	0	0	0	0	0	9	3	17	24	215	109	155	137	67	187	264	295	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	239	0	2885	0	5093	0	0	0	0	0	4767	0	2847	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	2539	0	0	0	0	9
OTU40	0	0	13	146	9	44	49	12	106	16	14	14	7	13	19	21	19	0	0	7	3	0	132	65	74	146	118	0	1	12	3	4	8	0	6	1	0	0	1	0	0	0	0	0	3	4	2	17	19	276	45	55	1314	44	25	1597	165	188	1149	28	7640	23	607	60	15	1	742	195	0	0	21	291	284	284	351	670	1152	99	20	61	10	29	37	0	0	3	42	0	461	110	24	5	8	219	0	30	42	181	252
OTU44	33	0	2	348	22	0	0	0	0	0	0	0	0	0	0	3	0	28	18	78	19	0	104	38	42	74	171	0	0	0	0	0	0	0	15	37	73	41	29	0	17	0	0	9	0	0	0	35	4	4	801	1159	2	171	5	1740	0	1	636	256	3776	3054	0	0	5	2361	311	1	0	21	147	100	290	309	0	21	0	626	0	96	19	101	99	276	765	0	0	803	132	77	36	0	1	0	0	0	0	59	0
OTU41	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	459	83	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	2	12282	0	2	1	0	0	1	1	3	0	4749	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1166	0	0	0	0	0	0	0
OTU967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3177	0	0	0	15646	0	0	3	0	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU46	112	1605	1	0	1	2	4	0	1	0	3	0	1	1	2	10	1	7	0	2	4	2	153	79	11	36	24	183	0	0	0	104	34	62	14	0	2	6	109	0	2	0	0	2	0	0	0	20	1	2882	265	12	26	344	19	2474	16	1071	125	15	7588	16	13	417	3	10	80	10	0	44	0	26	28	179	109	25	0	7	18	0	1	8	4	0	0	230	4	9	24	2	0	0	3	1	2	213	61	1	4
OTU45	0	0	14	1	0	2	2	3	4	2	6	5	3	0	30	12	18	0	0	0	0	0	0	0	0	0	0	1	1	24	31	0	0	0	10	0	0	0	0	0	4	0	0	2	0	0	1	18	41	0	432	78	116	298	3	24	46	0	0	71	12096	29	17	1	1	3999	0	47	0	0	0	0	0	0	0	0	2	38	171	3	1	3	0	8	5	0	1	790	0	143	0	1	0	2	0	0	14	0	7
OTU145	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	577	800	0	0	0	0	0	2	3	0	0	0	2	0	1	0	1	0	0	0	1	1	1	2	2	0	0	16395	1	0	0	0	0	0	0	3	17	4	0	0	0	0	4	0	58	0	0	6	0	0	0	0	0	0	5	0	0	1
OTU73	0	0	126	103	0	133	108	14	117	73	19	44	31	23	56	72	57	0	0	0	0	0	0	0	0	1	2	0	19	6	23	51	96	77	17	48	2	32	5	0	35	0	1	2	0	0	0	28	1	1802	1192	0	2749	1479	476	1383	252	579	1	1	0	777	1132	723	376	0	1	251	0	0	46	0	0	0	697	239	0	284	0	138	33	161	95	139	183	0	0	0	0	55	49	30	91	215	0	0	0	32	728
OTU48	0	0	0	2	0	1	0	0	9	1	1	5	0	0	2	4	0	0	0	0	1	3	146	217	30	270	181	18	0	0	0	0	3	23	14	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1657	0	14	18	2	0	3	1	260	109	0	325	165	8	96	0	9426	182	3	0	0	0	69	404	130	18	68	0	0	0	3	0	0	0	13	26	73	0	1346	151	0	0	0	2	3	0	108	45	0	6
OTU47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1227	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3057	380	4596	5553	0	0	0	0	0	0	0	684	0	0	0	0	0	0	0	0
