#OTU ID	G28712	G28715	G28745	G28774	G28775	G34180	G34181	G34182	G34183	G34185	G34186	G34187	G34188	G34189	G34190	G34191	G34192	G34193	G34194	G34195	G34196	G34198	G34199	G34200	G34201	G34202	G34203	G34204	G34206	G34207	G34208	G34209	G34210	G34211	G34212	G34214	G34215	G34216	G34217	G34218	G34219	G34220	G34221	G34222	G34227	G34228	G34229	G34237	G44038	G44039	G44040	G44041	G44043	G44044	G44050	G44062	G44065	G44066	G44074	G44076	G44081	G44089	G44090	G44093	G44094	G44095	G44100	G75268	G75269	G75270	G75271	G75272	G75273	G75274	G75277	G75278	G75280	G75281	G75283	G75285	G75286	G75287	G75288	G75290	G75291	G75298	G75302	G75303	G75304	G75305	G75306	G75307	G75308	G75309	G75316	G75321	G75353	G89736	G28711
OTU205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	147	26	82	44	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
OTU219	0	0	0	0	0	0	0	0	0	0	15	20	22	4	76	63	97	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU235	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	29	209	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	10	157	246	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
OTU1688	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	2	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	3	3	9	39	14	8	93	11	45	39	11	40	17	1	0	44	30	30	22	0	3	1	0	0	0	0	6	0	9	11	2	1	3	8	1	5	8	1	7	0	0	0	15	0	2	0	6	3	0	0	0	2	1
OTU2633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	2	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
OTU962	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	10	2	18	16	8	3	8	23	13	28	0	51	92	14	2	11	72	43	3	0	0	0	13	2	7	0	0	0	3	1	1	0	0	0	48	19	0	0	1	2	2	0	1	2	0	0	2	1	3	2
OTU208	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	37	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
OTU2584	0	0	0	1	0	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47	16	30	21	4	7	2	6	5	15	11	11	58	22	7	5	14	172	24	1	0	0	0	8	0	6	0	1	0	1	0	5	0	6	7	1	7	0	0	9	1	2	4	0	1	0	0	0	3	4	5
OTU1052	0	0	0	1	0	9	1	0	6	5	1	7	5	2	31	9	10	0	0	0	0	0	0	0	0	0	0	0	11	2	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	101	0	11	3	46	2	0	0	0	3	89	1	0	0	0	78	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	1	0	4	6	0	0	47	0	0	0	0	51
OTU215	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	77	0	0	0	0	0	0	0	0	341	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	8	0	0	0	12	0
OTU2473	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	13	46	0	51	0	5	56	9	0	0	18	27	111	47	0	2	1	0	0	0	3	0	0	9	3	0	2	0	3	0	5	0	1	11	0	0	0	3	0	9	3	3	0	0	0	0	0	6
OTU1048	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	0	0	16	0	0	34	0	1	0	0	19	0	0	0	0	1	3	0	0	0	0	2	403	5	2	0	15	4	0	0	0	0	5	15	8	0	0	0	0	0	0	0	0
OTU1051	42	10	0	0	0	0	1	12	0	1	0	0	0	0	0	0	0	24	1	3	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	11	4	2	0	0	0	0	0	0	2	3	2	0	7	26	5	79	3	0	27	1	0	3	0	0	4	1	1	27	16	5	0	0	5	12	3	0	0	6	0	0	0	2	0	0	1	3	1	0	0	5	0	0	0	0	1	2	0	0	161	0	3	3	1
OTU217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	62	1	0	1	53	0	1	0	0	0	13	0	1	9	0	0	0	0	0	2	0	0	0	0	0	0	144	0	30	0	0	1	0	2	0	0	0	3	192	0	4	0	0	0	0	0	0	0
OTU238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	447	0	0
OTU275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0
OTU230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	472	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1499	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	9	0	0	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	3	4	0	13	3	7	0	2	37	0	0	1	1	2	2	0	17	0	0	0	0	9	4	3	8	1	0	0	7	53	47	151	63	0	0	1	10	0	14	0	4	1	0	0	0	7	2	0	1
OTU274	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	231	2	0	5	0	0	0	0	164	1	0	0	0	14	47	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
OTU753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	226	0	0	144	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	5	0	1	3	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
OTU2132	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	3	0	1	3	4	4	0	188	0	0	49	1	2	68	48	0	0	0	0	0	0	0	0	0	11	3	0	0	0	22	0	0	1	0	0	0	0	0	0	2	18	2	9	0	0	1	4	0	0
OTU249	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	12	0	0	338	0	0	5	0	6	0	0	0	0	0	9	0	4	0	0	1	14	5	1	25	6	16	24	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU341	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	35	17	70	94	39	29	14	0	0	0	0	28	51	0	13	0	0	0	0	0	0	0	0	0	12	26	0	0	11	3	2	3	6	8	6	0	0	0	0	0	0	0	2	2	0	0	0	0	6
OTU2112	0	0	0	8	0	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	22	0	39	64	8	0	0	0	0	4	1	0	48	131	0	1	0	0	0	0	0	0	0	0	0	0	1	19	1	8	2	1	17	0	0	51	0	0	19	2	0	0	0	0	0	3	15
OTU1999	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	11	2	115	0	0	0	67	0	0	0	31	0	0	6	1	3	13	1	0	0	0	6	0	0	13	4	0	0	0	0	9	0	0	0	0	1	0	103	0	0	2	0	0	0	0	0	32	7	0	4	0
OTU226	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	133	0	0	240	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	0	18	0	1	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0
OTU291	14	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	3	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	55	54	0	22	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	3	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
OTU233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	197	11	0	0	0	0	0	0	0	0	0	0	0	0	12	0	39	0	0	0	0	0	0	1	12	0	2	0	14	0	18	0	0	0	0	0	0	0	0	0	0	104	24	0	0	0	8	0	1	1	10	12	0	0	0	0	0	0	1	2	0	0	0	0	0	0
OTU229	0	0	1	6	0	0	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	10	1	21	0	0	0	0	0	0	40	169	0	5	0	0	2	0	0	0	0	21	0	23	13	0	20	20	26	0	22	8	6	7	0	0	0	0	9	4	0	0	2	0	5	6	0	2
OTU2006	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	69	0	0	2	0	0	75	0	37	0	0	0	0	5	8	4	0	0	0	0	0	86	1	4	0	0	0	0	0	0	60	0	1	7	0	0	0	0	0	0	0
OTU244	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	450	0	0	0	0
OTU242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	55	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	16	0
OTU262	0	0	0	0	0	0	0	1	2	2	0	3	2	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	16	0	0	0	0	23	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	174	20	35	11	1	0	0	0	0	0	35	71	0	0	1	0	0	0	0	1
OTU231	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	139	0	6	91	0	0	1	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	109	4	1	0	4	3	2	0	35	0	0	0	0	0	0	0	0	0	0	0	0
OTU232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	288	0	3	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	80	0	1	62	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	34	0	0	0	0	0	0	1	131	0	0	0	0	0	0	0	0	2	104	0	0
OTU228	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	21	98	107	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
OTU1035	0	0	0	0	0	4	0	0	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	19	11	0	0	0	0	105	74	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	34	3	63	38	11	7	0	0	0	0	0	9	0	0	10	0	0	0	0	4
OTU655	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU248	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	29	0	0	11	0	0	0	2	33	0	0	0	0	0	0	0	5	0	0	0	0	4	3	0	30	35	0	0	197	0	0	0	0	0	0	0	5	0	2	2	0	0	0	0	0	2	7	0	0
OTU234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	148	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU295	0	0	0	40	0	0	1	0	0	4	3	6	0	0	6	9	3	0	0	0	0	0	0	0	0	0	0	1	7	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	41	0	0	30	1	16	16	0	0	2	0	11	0	0	0	0	0	0	0	0	2	8	0	3	0	11	3	0	0	0	0	0	0	142	5	0	0	0	0	0	0	0	2
OTU452	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	6	201	3	0	0	0	0	0	81	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	11	13	0	0	0	0	0	0	27	4	0	0	3	0	0	0	1	9
OTU239	0	0	3	1	1	0	0	2	2	1	0	0	0	0	0	3	0	0	0	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2	1	5	48	0	12	20	0	24	0	3	18	18	3	0	0	4	32	11	0	14	3	0	0	0	4	10	8	0	0	4	15	28	14	1	7	7	0	0	0	0	0	9	13	1	5	4	2	0	0	9	4	2
OTU589	0	0	1	10	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	21	0	0	1	0	0	3	0	0	0	0	0	0	119	101	0	15	0	33	5	12	22	4	6	0	0	0	0	2	14	0	0	0	0	0	0	0	3
OTU1796	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU243	0	0	0	0	0	4	6	0	7	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	1	2	29	0	0	0	0	113	31	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	18	2	17	3	11	8	0	1	0	0	0	8	0	0	7	0	0	0	0	10
OTU2425	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2	0	0	0	4	1	0	79	0	0	14	4	0	29	23	0	0	0	0	0	0	0	0	0	45	1	0	5	0	72	0	0	2	0	0	0	0	0	0	2	12	15	9	0	0	0	23	3	0
OTU313	0	0	0	0	0	2	3	3	1	1	7	1	3	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	57	0	0	0	29	0	0	0	0	66	67	0	0	0	0	10	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	0	0	0	44	7
OTU1108	0	0	1	0	1	1	1	1	3	0	1	0	1	0	3	1	0	0	0	0	0	0	7	7	1	6	6	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	15	13	0	0	1	24	10	0	6	2	62	10	39	1	0	0	16	11	0	0	1	9	6	6	8	4	0	5	32	6	3	0	1	4	0	0	0	0	14	8	0	0	2	2	0	2	3	0	3
OTU253	0	0	0	1	0	0	0	2	0	3	6	6	3	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	32	0	39	0	0	0	0	0	101	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0
OTU2054	0	0	0	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	1	11	33	19	12	11	61	6	8	0	3	0	64	24	4	16	0	0	0	0	0	0	0	0	0	9	0	0	3	4	9	3	6	4	1	1	0	0	0	0	10	10	0	0	5	0	0	1	0	3
OTU1262	0	0	0	0	0	3	0	0	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	213	36	0	10	3	0	10	0	0	5	0	0	0	0	0	22	9	0	0	1	0	0	1	3	4	0	13	9	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	2
OTU240	0	0	0	19	0	8	0	0	8	8	4	5	0	0	7	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	3	0	29	0	0	0	0	1	96	0	0	0	0	58	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	26
OTU267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	253	0	0	25	3	0	25	0	0	0	0	9	0	0	0	0	4	2	0	0	0	0	13	0	2	1	1	5	0	0	0	0	0	13	7	1	0	0	0	0	0	0	0	1
OTU250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	174	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	79	0	0	0	0	0	3	0	9	0	0	0	1	0	49	0	0	0	0	0	0	0	0	0	0	23	82	0	1	0	6	0	4	0	36	46	0	0	0	0	0	1	0	8	0	0	0	0	0	0
OTU1666	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	307	0	0	0	0
OTU256	0	0	0	207	0	0	0	0	0	0	0	0	0	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	40	0	37	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	5	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU283	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	4	1	0	1	0	0	0	0	0	4	70	4	11	0	0	1	15	0	9	3	0	15	1	2	3	0	44	0	0	50	9	3	0	0	0	3	0	30	2	0	0	1	1	0	5	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
OTU287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	16	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	9	0
OTU657	0	0	0	1	0	2	2	3	0	0	2	1	5	2	10	12	26	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	1	17	0	1	2	21	33	3	0	0	3	6	13	1	0	5	21	0	0	0	2	14	1	37	21	0	0	0	2	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	3
OTU687	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	9	1	2	1	0	0	0	0	0	0	0	0	2	6	54	45	0	0	14	15	2	0	10	0	4	0	11	0	61	6	0	0	1	0	0	0	0	0	0	21	25	0	9	1	0	0	0	0	0	0	0	1	0	0	3	1	7	1	0	0	10	8	1	3
