# OTU	G34185	G34220	G34187	G34186	G34181	G34180	G34183	G34182	G34228	G34229	G34189	G34188	G34227	G44044	G44043	G44041	G44040	G34237	G89736	G34221	G34222	G44038	G44039	G28745	G44094	G34196	G44090	G44093	G34217	G34195	G34192	G34193	G34212	G75308	G75309	G75304	G75305	G75306	G75307	G75302	G75303	G44081	G44089	G75316	G44095	G44076	G44074	G75321	G28775	G28774	G75274	G75277	G75270	G75271	G75272	G75273	G75278	G44065	G44066	G44062	G75269	G75268	G34206	G34207	G34204	G34202	G34203	G34200	G34201	G44050	G34208	G34209	G28715	G44100	G28711	G75298	G28712	G75290	G75291	G34215	G34214	G34194	G34216	G34211	G34210	G34190	G34191	G34219	G34218	G34198	G34199	G75353	G75288	G75285	G75287	G75286	G75281	G75280	G75283	taxonomy
197402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
529192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4472195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	5	2	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
158211	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta
214036	9	0	3	3	9	5	12	5	0	0	1	1	0	0	105	0	1	0	0	0	0	0	0	8	62	0	116	0	0	0	0	0	0	0	15	0	0	0	14	0	0	0	37	0	0	0	0	0	0	36	0	0	0	0	0	3	0	37	0	0	0	24	0	0	0	0	0	0	0	128	0	0	0	0	48	0	0	4	2	0	0	0	0	0	0	1	2	0	0	0	0	9	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
847934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
2415201	0	0	4	1	3	2	1	2	0	0	0	1	0	0	45	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	3	0	0	0	6	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
196664	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
4457064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
4334844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4341886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	2	0	0	0	0	0	0	0	3	0	10	0	1	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
321902	1	0	0	2	1	2	2	0	0	0	0	0	0	0	65	1	1	0	0	0	0	1	6	0	1	0	79	0	0	0	0	0	0	0	9	0	0	13	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	17	57	0	8	0	0	0	0	0	0	0	2	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	17	61	4	5	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
522582	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
311564	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
346686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
227083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	21	0	0	0	0	2	2	35	0	0	0	12	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	9	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
2438396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
358483	6	0	0	1	6	4	7	0	0	0	0	0	0	1	80	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	7	0	0	8	0	1	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	2	0	18	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	17	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4331760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__indistinctus
4466275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
196314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	1	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
368711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
535601	0	0	0	0	1	0	1	1	0	0	0	0	0	0	8	55	5	1	0	0	3	0	207	0	7	6	11	15	29	0	0	0	3	10	2	67	9	2	15	0	49	1240	16	0	2	74	102	35	4	1	3	11	1	10	24	26	36	8	170	578	0	6	0	7	0	8	16	0	10	67	0	0	0	113	2	39	0	1	0	17	37	0	9	0	0	0	1	6	0	0	1	37	0	4	0	0	15	128	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
329688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	6	2	24	0	0	0	209	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__stercoris
1111294	0	138	0	0	9	16	2	11	1	0	0	1	1	8	13	50	1	15	122	375	2	2	3	1	1	0	47	2	118	2	14	5	14	6	12	25	195	0	0	1	25	2460	240	1	983	25	43	13	5	16	115	0	7	2	0	0	0	5	4	4	11723	27	1	0	222	77	269	140	19	42	0	0	1	7	80	1667	10	0	7	32	44	0	3	2	0	14	18	2	196	10	58	0	2	1	4	0	164	6019	196	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
361845	1	0	0	0	0	4	2	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	1	0	74	0	0	0	1	0	0	0	10	0	0	9	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	7	0	0	0	0	0	0	0	1	0	0	0	0	0	38	34	63	3	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
187767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
968954	3	9	1	4	7	9	1	2	4	2	1	2	11	46	20	592	94	4	1	3	0	178	814	0	598	17	4	101	2	6	0	36	2	2	3	10	0	15	19	0	19	44	38	34	206	5	35	3	0	14	11	11	472	28	12	2	9	5	97	790	126	7	0	0	0	10	2	4	4	203	1	6	70	23	33	5	1150	211	64	21	79	15	6	3	3	6	5	1	7	0	1	6	35	34	130	21	18	0	47	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
362539	0	0	0	0	0	0	1	3	0	0	1	1	0	0	39	26	13	3	2	0	1	3	170	0	2	1	21	31	0	0	0	0	1	2	10	35	12	1	0	18	22	688	1	1	32	8	134	33	1	0	24	19	0	0	16	15	26	18	41	28	0	13	0	0	3	5	8	1	13	5	0	0	1	77	3	161	1	0	0	0	0	0	5	0	1	2	4	0	0	0	3	10	0	1	0	0	2	18	21	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
577406	1	0	1	2	2	0	2	0	0	0	3	0	7	0	9	16	0	6	0	0	0	19	1	26	2	0	0	1	0	0	1	0	1	0	0	76	0	0	2	0	0	2	93	0	1	0	122	40	0	0	0	0	0	0	58	46	0	1	1	14	0	6	3	0	0	21	61	63	0	0	0	0	1	57	3	90	0	4	4	0	0	0	0	0	0	4	6	0	0	0	0	204	5	10	5	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
574249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	58	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinobaculum; s__
358944	0	0	0	2	2	2	4	1	0	1	0	0	3	300	13	0	212	1	7	0	0	13	0	0	16	0	15	0	5	0	1	0	4	0	19	82	24	0	3	25	158	608	110	0	1104	5	109	7	2	0	11	47	0	0	7	36	277	5	0	0	0	2	6	8	0	20	17	3	5	37	4	0	0	32	10	0	0	5	8	9	8	0	2	0	0	1	1	7	0	0	7	22	0	0	0	0	47	5	58	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
19611	3	0	6	2	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
780555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
198928	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	3	158	7	0	0	0	1	198	17	92	1	0	236	0	0	0	0	6	18	0	115	0	6	8	104	1	0	31	0	0	0	240	22	7	6	90	89	0	0	55	39	109	0	7	11	0	0	0	1	0	56	8	5	40	93	0	4	0	249	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	61	25	20	0	13	1	2	1	0	423	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
531495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__
359809	119	0	151	116	177	85	10	488	193	213	43	113	167	6885	6384	41	5365	153	0	0	0	2703	6467	0	1503	8	3707	3487	0	0	237	0	82	1162	410	0	4	0	370	433	0	0	4	0	0	3	1	222	0	0	0	1226	0	4	0	0	926	1967	3856	2	0	838	10	409	3	0	7	0	1	4952	147	16	0	0	819	0	0	0	0	0	0	0	0	18	0	342	293	0	0	0	0	1012	0	0	0	0	6	0	827	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
232900	0	0	0	2	0	0	2	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	16	8	0	38	0	0	0	1	0	0	0	4	0	60	0	3	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	82	1	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
296099	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
540862	1	0	0	0	0	0	2	2	0	2	0	0	0	0	20	12	0	1	4	0	0	5	48	3	11	1	4	32	0	0	0	0	0	4	2	9	13	1	5	0	0	0	0	0	0	3	18	0	1	1	8	0	0	0	4	10	0	3	18	0	0	3	0	0	0	2	0	0	1	24	0	0	0	14	2	0	0	0	0	0	4	0	0	0	0	0	3	2	0	0	3	9	7	14	7	1	15	4	28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4352875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
348009	0	0	2	0	1	0	0	2	0	0	0	0	0	0	77	0	0	0	12	0	0	1	0	0	0	0	70	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
133075	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners
367213	53	0	14	40	59	73	89	32	0	0	4	6	0	2	1471	2	5	64	714	0	102	1	1152	13	309	0	1036	1904	160	0	33	0	50	19	113	22	1180	554	39	0	0	1	6230	0	0	1089	292	0	0	281	0	381	0	0	4	9	210	448	783	556	0	212	17	4	2	0	0	0	0	2374	79	90	0	23	366	1	1	35	23	400	92	0	466	182	91	72	30	195	0	0	4	0	713	1115	1332	158	2186	83	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
555101	3	0	0	0	0	0	4	2	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	2	0	0	70	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0	1	0	0	0	0	0	8	2	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
198783	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	0	22	0	0	0	0	767	0	1089	0	13	1	17	0	0	0	13	0	2	0	73	86	144	0	0	1	486	0	2	95	7	1	0	0	0	0	0	40	2	4	0	1	1473	3	0	0	45	2	2	0	0	0	0	2905	39	22	92	4	0	0	2	0	0	6	13	0	23	58	14	0	0	11	0	2	0	0	173	140	230	34	91	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
324850	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
578257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__muralis
1868703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
193894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
192983	0	0	0	1	0	0	3	0	0	0	1	0	0	7	4	21	30	0	4	0	0	47	16	0	14	0	7	5	0	0	0	1	1	1	0	1	2	4	0	0	9	58	22	0	172	11	11	0	0	1	6	0	0	0	8	0	1	5	15	6	0	1	0	0	0	2	0	0	0	2	0	1	0	24	5	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3	7	5	6	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
568118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	0	0	275	0	331	0	0	0	0	96	0	0	242	0	0	20	0	0	0	0	55	0	0	0	0	0	1	0	0	61	0	0	0	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	92	44	249	0	0	1	0	357	0	0	1	0	0	0	0	0	706	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
