# OTU	G34185	G34220	G34187	G34186	G34181	G34180	G34183	G34182	G34228	G34229	G34189	G34188	G34227	G44044	G44043	G44041	G44040	G34237	G89736	G34221	G34222	G44038	G44039	G28745	G44094	G34196	G44090	G44093	G34217	G34195	G34192	G34193	G34212	G75308	G75309	G75304	G75305	G75306	G75307	G75302	G75303	G44081	G44089	G75316	G44095	G44076	G44074	G75321	G28775	G28774	G75274	G75277	G75270	G75271	G75272	G75273	G75278	G44065	G44066	G44062	G75269	G75268	G34206	G34207	G34204	G34202	G34203	G34200	G34201	G44050	G34208	G34209	G28715	G44100	G28711	G75298	G28712	G75290	G75291	G34215	G34214	G34194	G34216	G34211	G34210	G34190	G34191	G34219	G34218	G34198	G34199	G75353	G75288	G75285	G75287	G75286	G75281	G75280	G75283	taxonomy
321735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
579851	3	0	0	0	0	1	0	0	3	1	0	0	4	165	16	74	251	8	5	0	0	30	342	1	6	3	16	72	0	19	4	17	9	0	0	32	8	0	0	23	32	3523	158	0	753	5	106	46	1	0	89	27	311	2	5	17	53	1	98	635	1	1	1	0	181	52	20	31	10	38	0	4	1	18	0	144	1108	2	15	0	0	6	0	4	5	2	9	1	0	1	80	8	0	0	2	0	8	64	15	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum
272768	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	2	0	0	1	41	2	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
843553	30	0	24	18	138	65	9	384	0	0	3	15	0	5833	5359	1480	3580	63	0	0	3	2	10	0	2421	26	3680	0	3	0	30	0	27	512	166	0	0	246	83	15	0	2	11166	0	2	23	0	0	0	8	0	1717	0	0	0	0	1381	1429	1	1679	0	175	2	5	0	0	2	0	0	5718	26	0	0	0	591	0	0	879	2026	2	5	0	18	0	0	35	27	36	0	0	0	0	752	681	508	187	42	1	1345	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
259357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__
175508	0	0	0	0	0	1	0	0	0	0	0	0	0	5	10	6	11	1	0	0	0	0	22	0	3	1	12	16	0	0	0	0	2	0	0	11	0	0	0	0	0	1	37	0	0	0	70	2	0	0	2	1	0	0	3	1	0	1	5	0	0	0	2	0	0	8	2	4	4	35	1	0	0	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	4	0	4	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
355424	8	0	4	5	9	10	1	14	0	6	5	5	1	32	919	92	26	8	19	0	4	36	531	3	5	0	217	1174	7	0	9	0	0	68	90	5	4	39	0	15	0	29	444	0	2	0	15	5	0	3	0	85	0	19	6	3	62	26	345	307	0	32	0	0	0	0	0	0	1	6	10	1	0	10	113	0	1	19	70	2	3	0	2	2	0	4	11	8	0	0	0	4	109	53	91	7	94	0	82	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
361619	8	0	0	1	7	8	16	0	0	0	0	0	0	2127	67	0	181	0	135	0	0	4	2	0	86	0	39	0	0	0	1	0	4	0	2	0	0	18	4	28	1	3	780	0	3	0	0	0	0	31	0	0	0	0	0	0	0	27	0	1418	0	20	0	0	1	0	1	0	0	217	0	0	0	1	9	0	0	8	16	0	0	0	0	0	0	1	2	0	0	0	0	0	36	80	72	14	19	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
308957	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
2442706	1	0	0	0	3	0	0	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	1	5	0	169	0	2	0	0	0	0	0	2	0	9	4	0	0	0	0	40	0	0	0	0	5	0	6	0	23	0	0	0	21	13	0	0	0	0	2	1	0	0	0	0	0	0	21	5	0	0	0	2	0	0	6	7	0	0	0	0	0	0	1	1	2	0	0	0	6	8	26	22	0	20	0	20	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
308072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	160	0	3	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	10	0	0	0	0	276	0	1	3	0	3	0	80	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	3	25	65	0	28	0	0	0	0	5	0	0	0	89	0	19	8	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
149699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
330294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11580	0	0	0	0	0	1	2	0	2	189	0	0	0	468	3	419	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2425	0	0	1450	953	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4529	0	1	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium; s__
583134	2	0	0	0	0	0	2	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	14	0	3	0	9	4	0	0	1	0	0	0	1	0	0	21	1	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	7	654	0	1	0	0	0	0	0	0	0	13	1	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	18	33	17	10	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
188881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
308309	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	3	0	2	0	0	0	7	0	0	0	0	0	0	0	5	4	2692	7	0	1	0	0	6	1	0	26	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	101	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	5	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
1141030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
319097	3	0	9	4	0	0	4	0	0	0	7	14	0	0	178	1	0	0	0	0	0	1	0	4	103	0	188	0	0	0	19	0	0	0	35	8	55	172	19	0	0	0	146	0	0	1	112	0	0	0	0	0	0	0	3	3	3	152	0	28	0	310	0	0	0	0	0	0	0	107	0	0	0	369	3	0	0	0	0	0	0	0	1	0	0	49	42	0	0	0	0	2	185	143	57	43	63	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
592616	0	0	7	8	0	0	1	0	0	4	1	6	7	302	112	42	316	14	3	0	0	1807	1362	5	582	3	0	375	13	0	3	4	15	7	0	59	0	11	13	8	80	1800	161	0	82	5	414	10	1	69	21	89	21	2	36	150	74	0	121	110	0	13	21	7	76	55	36	15	58	989	13	4	327	153	0	390	111	4	4	4	0	0	9	50	20	6	7	3	0	0	46	1	2	25	20	4	3	0	83	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
4311620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8; g__; s__
363400	140	0	110	94	197	265	330	19	132	46	33	92	0	2	843	1408	2	136	122	0	26	2873	9423	139	6014	18	377	5147	67	0	143	0	79	633	77	132	98	347	393	0	3611	15651	4893	0	4975	14	243	0	13	550	248	2009	1	230	64	0	2548	222	1971	2026	0	1205	113	7	2	16	63	15	20	3825	217	384	0	348	826	312	0	0	0	123	41	0	98	1144	559	154	153	58	0	0	107	1	774	1010	1049	125	1013	4	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
186851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
368236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	4	1	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4394095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__
198839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
730437	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	150	0	3	0	0	0	0	0	0	0	0	2397	0	0	0	0	0	0	0	42	119	0	0	0	618	0	0	0	0	0	0	0	0	0	1	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	9	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__
819181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	106	98	21	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
363264	0	0	0	0	0	0	0	0	0	0	0	0	0	171	2	1159	801	35	59	0	9	4	4	2	5	19	0	0	29	78	0	28	15	1	0	132	77	36	0	0	803	3776	3054	0	2361	256	636	0	22	348	309	0	21	147	100	290	21	0	1	1740	0	1	0	0	0	74	171	38	42	5	0	0	0	311	0	0	33	276	765	73	37	18	41	0	0	0	3	17	0	0	104	0	99	96	101	19	626	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
275974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
716006	0	0	3	2	0	0	1	0	2	6	1	6	12	1	14	59	185	2	1	0	1	182	0	42	0	2	5	23	0	1	12	2	0	0	0	7	0	6	0	0	5	145	4	32	343	0	34	0	2	24	0	0	1	2	0	3	0	0	0	1	0	43	3	0	6	11	1	6	0	0	13	1	56	4	0	0	0	10	0	0	0	2	2	13	1	6	5	0	0	1	0	0	0	91	0	2	6	0	6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
593043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	253	0	0	0	0	0	0	0	0	93	0	0	0	1	0	1	0	0	1	134	143	2	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	44	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
647215	0	0	2	1	1	0	0	0	0	0	1	4	0	0	29	1	0	0	0	0	0	0	89	0	108	1	8	27	0	0	14	0	0	1	2	82	0	2	9	0	0	0	371	0	0	0	306	0	0	109	0	50	0	0	38	130	33	31	40	2	0	37	7	2	0	2	1	0	0	272	9	0	0	148	8	0	0	27	21	0	2	0	0	0	0	7	15	0	0	0	0	3	0	1	0	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
360890	4	0	6	3	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	142	5	0	0	0	1	16	0	2	30	0	0	0	40	0	0	0	0	0	0	0	41	0	1	0	11	7	8	1	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	3	3	11	0	8	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
593369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1	116	0	0	0	1	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	22	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
196645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	47	1	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
179157	5	0	10	3	2	6	5	21	0	0	1	2	0	0	140	53	0	0	0	0	0	0	0	0	137	3	1040	0	5	0	15	0	0	0	82	0	27	0	32	0	0	0	173	0	0	21	0	323	0	0	0	35	0	5	0	0	7	81	0	0	0	30	0	5	0	0	0	0	0	80	16	0	0	0	29	0	0	93	236	0	0	0	0	0	0	1	10	0	0	0	0	621	0	0	0	0	11	30	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
592160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	727	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	40	13	0	1	167	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	77	0	1	0	34	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
365965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
358185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
308157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
358143	33	0	4	6	17	15	59	13	0	0	0	7	0	0	123	5	0	5	0	0	0	1	1088	107	424	0	1056	305	0	0	26	0	4	31	176	10	11	75	61	0	0	1	1	0	0	0	572	67	0	97	0	529	0	0	59	48	626	237	921	400	0	235	7	0	0	0	0	0	0	136	10	12	0	15	63	0	0	0	0	0	0	0	0	62	97	32	33	0	0	0	0	542	259	141	125	24	14	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
363389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	196	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	484	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
190226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	5	15	8	0	0	0	0	34	0	0	0	16	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	3	0	0	0	0	0	0	0	1	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	2	2	0	403	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
362501	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	684	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5553	3057	4596	380	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus
350121	144	0	15	22	148	91	186	36	9	15	6	19	92	559	1693	2282	1100	27	209	0	31	5571	31	0	784	22	1275	379	6	0	20	0	28	68	440	0	350	422	187	43	1	2	1023	0	2	17	0	73	0	130	0	254	0	137	1	0	47	382	201	3487	0	19	24	39	0	0	4	0	0	1273	292	0	0	0	443	0	0	119	285	29	90	0	28	0	0	11	12	44	0	0	0	90	442	845	464	79	433	15	567	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1076818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
369994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
3973340	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
121873	1	0	0	0	0	0	2	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	4	1	2	7	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__
362342	12	0	5	7	2	18	18	1	0	0	0	6	0	1	152	1	1	1	40	0	0	0	1	43	523	0	494	0	0	0	0	0	0	0	47	150	0	70	57	0	0	1	296	0	0	1	167	13	0	352	12	0	0	0	19	89	0	24	1	1645	0	29	0	0	1	22	15	27	3	589	0	0	0	98	101	0	0	61	530	0	0	0	0	0	0	5	4	0	0	0	14	41	67	156	47	12	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
551822	16	0	4	2	4	6	2	0	11	13	2	3	31	797	118	46	765	262	53	2	23	26	2989	1	32	0	17	1299	22	20	9	2	189	90	0	66	208	108	0	4	64	1455	14	1347	1733	64	341	9	0	244	172	688	151	73	4	39	210	29	514	2914	14	59	58	7	186	66	65	10	50	23	45	18	32	120	33	303	349	7	1	16	16	12	82	453	109	22	21	31	4	8	171	0	74	299	198	31	385	1	1105	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
313524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
